transaction_id,customer_id,transaction_timestamp,product_id,product_name,category,quantity,unit_price,total_amount,payment_method,card_number,store_id,store_city,order_status,ingestion_timestamp,pipeline_run_id
TXN000016,CUST0003,2026-04-27 01:49:09,P008,Jacket,Clothing,5,2039,10195,Debit Card,30244699481170.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000017,CUST0003,2024-07-09 20:39:05,P040,Board Game,Toys,3,2612,7836,Cash,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000018,CUST0003,2025-01-09 15:54:32,P018,Water Bottle,Home & Kitchen,2,473,946,Credit Card,503860295412.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000019,CUST0003,2025-12-12 15:01:53,P029,Sunscreen,Beauty,3,1203,3609,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000020,CUST0003,2025-03-27 12:22:27,P024,Dumbbells,Sports,3,2743,8229,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000021,CUST0003,2025-03-13 03:27:01,P037,Building Blocks,Toys,2,726,1452,Credit Card,30357556247391.0,STR004,Hyderabad,Returned,2026-07-02 17:20:57,75971a34
TXN000022,CUST0003,2024-09-10 15:09:30,P034,Data Science Handbook,Books,2,1747,3494,Debit Card,4239958632923649.0,STR005,Chennai,Returned,2026-07-02 17:20:57,75971a34
TXN000023,CUST0003,2025-09-02 22:26:38,P040,Board Game,Toys,2,835,1670,Debit Card,4839606536966.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000024,CUST0003,2025-03-21 17:28:11,P010,Sneakers,Clothing,1,6252,6252,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000025,CUST0003,2026-03-27 11:17:23,P027,Shampoo,Beauty,5,567,2835,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000026,CUST0003,2025-09-10 00:34:53,P003,Tablet,Electronics,3,45742,137226,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000027,CUST0003,2025-12-28 19:38:12,P007,Jeans,Clothing,3,2988,8964,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000028,CUST0003,2024-08-15 13:34:16,P009,Hoodie,Clothing,4,1912,7648,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000029,CUST0003,2026-03-21 03:26:38,P008,Jacket,Clothing,1,2115,2115,Debit Card,4731352479803333.0,STR005,Chennai,Cancelled,2026-07-02 17:20:57,75971a34
TXN000030,CUST0003,2025-03-26 23:53:50,P029,Sunscreen,Beauty,4,416,1664,Credit Card,3532035426729528.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000031,CUST0003,2026-03-06 20:41:15,P013,Cooking Oil,Grocery,5,550,2750,Cash,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000032,CUST0003,2025-06-11 13:03:29,P026,Face Wash,Beauty,2,654,1308,Cash,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000033,CUST0003,2024-10-02 00:25:27,P034,Data Science Handbook,Books,4,1377,5508,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000034,CUST0003,2025-04-29 18:55:24,P008,Jacket,Clothing,3,4047,12141,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000035,CUST0003,2026-04-18 08:17:33,P007,Jeans,Clothing,5,819,4095,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000036,CUST0003,2025-01-12 08:11:42,P027,Shampoo,Beauty,5,928,4640,Cash,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000037,CUST0003,2024-07-06 15:45:13,P023,Yoga Mat,Sports,5,1176,5880,Debit Card,503802894975.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000038,CUST0003,2026-01-22 14:22:27,P030,Lipstick,Beauty,2,581,1162,Debit Card,213113377864362.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000039,CUST0004,2026-03-01 01:26:14,P026,Face Wash,Beauty,1,374,374,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000040,CUST0004,2025-04-12 14:23:18,P012,Wheat Flour,Grocery,4,194,776,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000041,CUST0004,2024-07-22 12:15:35,P007,Jeans,Clothing,5,2879,14395,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000042,CUST0004,2024-08-28 22:34:57,P025,Running Shoes,Sports,5,8340,41700,Debit Card,373046961746965.0,STR003,Bengaluru,Cancelled,2026-07-02 17:20:57,75971a34
TXN000043,CUST0004,2025-08-20 12:54:08,P040,Board Game,Toys,1,1709,1709,Credit Card,2719000954480719.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000044,CUST0004,2025-08-12 01:44:32,P032,Python Programming,Books,1,832,832,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34
TXN000045,CUST0004,2025-03-24 19:10:10,P034,Data Science Handbook,Books,4,1737,6948,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34
TXN000046,CUST0004,2025-12-15 18:52:38,P027,Shampoo,Beauty,1,378,378,Net Banking,,STR001,Delhi,Returned,2026-07-02 17:20:57,75971a34
TXN000047,CUST0004,2026-01-16 02:50:35,P025,Running Shoes,Sports,3,5943,17829,Debit Card,2238530125832333.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000048,CUST0004,2025-10-13 10:19:44,P027,Shampoo,Beauty,3,614,1842,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000049,CUST0004,2025-10-25 20:55:48,P023,Yoga Mat,Sports,1,549,549,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000050,CUST0004,2024-11-28 10:57:48,P016,Mixer Grinder,Home & Kitchen,1,7375,7375,Credit Card,675954253059.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000051,CUST0004,2026-05-09 21:38:31,P033,SQL Guide,Books,4,615,2460,Debit Card,4538671079420569.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000052,CUST0004,2024-11-08 04:50:11,P001,Laptop,Electronics,3,43551,130653,Cash,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000053,CUST0004,2025-06-28 18:19:34,P036,Puzzle,Toys,4,859,3436,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000054,CUST0004,2025-06-22 11:12:50,P040,Board Game,Toys,4,629,2516,Cash,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000055,CUST0004,2025-08-28 01:35:11,P011,Rice,Grocery,4,229,916,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000056,CUST0004,2025-05-16 04:33:19,P004,Smartwatch,Electronics,3,16814,50442,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000057,CUST0004,2025-06-24 11:37:23,P006,T-Shirt,Clothing,1,1201,1201,Credit Card,378150998662800.0,STR005,Chennai,Returned,2026-07-02 17:20:57,75971a34
TXN000058,CUST0004,2024-08-12 21:22:34,P014,Sugar,Grocery,3,74,222,Net Banking,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34
TXN000059,CUST0004,2026-03-14 01:53:18,P011,Rice,Grocery,4,282,1128,Net Banking,,STR004,Hyderabad,Returned,2026-07-02 17:20:57,75971a34
TXN000060,CUST0004,2024-07-26 00:55:33,P028,Perfume,Beauty,4,3036,12144,Credit Card,3508460586588011.0,STR010,Lucknow,Returned,2026-07-02 17:20:57,75971a34
TXN000061,CUST0004,2025-05-04 09:52:36,P030,Lipstick,Beauty,1,796,796,Net Banking,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000062,CUST0005,2025-10-24 07:21:01,P034,Data Science Handbook,Books,1,580,580,Net Banking,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000063,CUST0005,2025-02-08 19:44:21,P020,Dining Set,Home & Kitchen,1,8377,8377,Credit Card,377970640560776.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000064,CUST0005,2025-09-03 23:06:56,P018,Water Bottle,Home & Kitchen,3,813,2439,Debit Card,6562535061518876.0,STR006,Kolkata,Returned,2026-07-02 17:20:57,75971a34
TXN000065,CUST0005,2024-12-09 06:06:13,P013,Cooking Oil,Grocery,5,617,3085,Cash,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000066,CUST0005,2025-08-23 05:19:42,P012,Wheat Flour,Grocery,5,397,1985,Credit Card,36376225184458.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000067,CUST0005,2025-01-28 07:46:33,P015,Tea,Grocery,4,667,2668,Credit Card,38600448229628.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000068,CUST0005,2025-11-27 14:29:47,P030,Lipstick,Beauty,3,2294,6882,Cash,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000069,CUST0005,2025-01-31 15:14:28,P003,Tablet,Electronics,1,17273,17273,Debit Card,4540966090137.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000070,CUST0005,2026-04-05 06:33:03,P002,Smartphone,Electronics,3,24403,73209,Debit Card,4469130353228753.0,STR010,Lucknow,Returned,2026-07-02 17:20:57,75971a34
TXN000071,CUST0005,2025-09-25 14:39:39,P035,Biography,Books,4,500,2000,Cash,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000072,CUST0005,2025-09-03 09:59:17,P004,Smartwatch,Electronics,4,14749,58996,Credit Card,3507807206035891.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000073,CUST0006,2026-01-01 02:36:50,P006,T-Shirt,Clothing,2,514,1028,UPI,,STR004,Hyderabad,Returned,2026-07-02 17:20:57,75971a34
TXN000074,CUST0007,2025-06-19 19:25:34,P038,Toy Car,Toys,3,1203,3609,Credit Card,582248767094.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000075,CUST0007,2026-06-09 02:05:41,P030,Lipstick,Beauty,4,1887,7548,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000076,CUST0007,2026-04-28 22:30:24,P030,Lipstick,Beauty,3,737,2211,Credit Card,630452778347.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000077,CUST0007,2025-04-05 03:29:52,P037,Building Blocks,Toys,2,2191,4382,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000078,CUST0007,2025-07-03 20:10:41,P037,Building Blocks,Toys,1,2530,2530,Debit Card,3543257430218135.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000079,CUST0008,2024-10-15 21:29:44,P018,Water Bottle,Home & Kitchen,5,532,2660,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000080,CUST0008,2025-06-12 12:16:31,P004,Smartwatch,Electronics,1,3128,3128,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000081,CUST0008,2024-10-13 14:00:23,P039,Teddy Bear,Toys,4,1349,5396,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000082,CUST0008,2025-04-20 02:29:47,P040,Board Game,Toys,2,1048,2096,Credit Card,6011647331884074.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000083,CUST0008,2025-09-24 15:28:47,P003,Tablet,Electronics,4,26298,105192,Cash,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000084,CUST0008,2025-09-29 19:55:52,P030,Lipstick,Beauty,5,1768,8840,Credit Card,6011053738986341.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000085,CUST0008,2024-10-17 06:49:52,P011,Rice,Grocery,2,458,916,Credit Card,4.900636633449878e+18,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000086,CUST0008,2025-02-28 23:16:19,P023,Yoga Mat,Sports,2,1426,2852,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000087,CUST0008,2025-02-01 05:38:15,P019,Vacuum Cleaner,Home & Kitchen,1,8317,8317,UPI,,STR007,Pune,Returned,2026-07-02 17:20:57,75971a34
TXN000088,CUST0009,2024-10-06 23:30:21,P038,Toy Car,Toys,2,1818,3636,Net Banking,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000089,CUST0009,2026-02-28 14:34:52,P001,Laptop,Electronics,2,45090,90180,Cash,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000090,CUST0009,2026-06-03 20:51:52,P001,Laptop,Electronics,2,88111,176222,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000091,CUST0009,2025-03-18 02:31:51,P016,Mixer Grinder,Home & Kitchen,2,2192,4384,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000092,CUST0009,2025-12-24 16:28:26,P002,Smartphone,Electronics,5,46578,232890,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000093,CUST0009,2024-11-20 16:16:23,P020,Dining Set,Home & Kitchen,5,6938,34690,Cash,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000094,CUST0009,2026-03-25 03:32:53,P031,Novel,Books,3,760,2280,Credit Card,4019112199852.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000095,CUST0009,2024-09-23 09:10:15,P016,Mixer Grinder,Home & Kitchen,5,5205,26025,Debit Card,30289227714295.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000096,CUST0009,2025-05-26 16:51:39,P022,Football,Sports,2,1766,3532,Credit Card,378637815781029.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000097,CUST0009,2026-04-26 15:47:13,P028,Perfume,Beauty,4,4636,18544,Credit Card,3579307845985237.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000098,CUST0009,2025-09-03 02:38:03,P034,Data Science Handbook,Books,1,992,992,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000099,CUST0009,2025-04-14 10:25:06,P034,Data Science Handbook,Books,4,1790,7160,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000100,CUST0009,2024-08-24 08:30:49,P034,Data Science Handbook,Books,5,1758,8790,Debit Card,676275209119.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000101,CUST0010,2025-05-09 05:14:40,P037,Building Blocks,Toys,2,1222,2444,UPI,,STR001,Delhi,Returned,2026-07-02 17:20:57,75971a34
TXN000102,CUST0011,2025-02-19 21:32:34,P010,Sneakers,Clothing,5,6496,32480,Debit Card,4675947181164755.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000103,CUST0011,2025-05-09 15:12:22,P039,Teddy Bear,Toys,3,2388,7164,Credit Card,4893077078019718.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000104,CUST0011,2026-04-11 13:25:56,P031,Novel,Books,4,669,2676,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000105,CUST0011,2025-05-15 17:24:19,P018,Water Bottle,Home & Kitchen,4,821,3284,UPI,,STR006,Kolkata,Returned,2026-07-02 17:20:57,75971a34
TXN000106,CUST0011,2026-04-21 14:18:29,P018,Water Bottle,Home & Kitchen,4,265,1060,Debit Card,3571562449334855.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000107,CUST0012,2025-11-11 10:50:44,P022,Football,Sports,2,2228,4456,Net Banking,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000108,CUST0012,2026-05-23 03:16:49,P027,Shampoo,Beauty,5,610,3050,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000109,CUST0012,2024-11-05 09:14:47,P016,Mixer Grinder,Home & Kitchen,2,5181,10362,Credit Card,2416308046625035.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000110,CUST0012,2026-03-04 19:46:21,P020,Dining Set,Home & Kitchen,3,20654,61962,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000111,CUST0012,2026-06-03 12:34:32,P030,Lipstick,Beauty,1,925,925,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000112,CUST0012,2026-06-23 00:14:36,P012,Wheat Flour,Grocery,1,396,396,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000113,CUST0012,2025-09-04 04:58:07,P005,Headphones,Electronics,3,14481,43443,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000114,CUST0012,2025-11-07 07:23:44,P011,Rice,Grocery,5,92,460,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34
TXN000115,CUST0012,2025-10-17 20:45:10,P028,Perfume,Beauty,2,4291,8582,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000116,CUST0012,2025-04-19 10:56:44,P005,Headphones,Electronics,2,2752,5504,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000117,CUST0013,2024-10-30 14:05:33,P039,Teddy Bear,Toys,3,2461,7383,Debit Card,373359163749855.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000118,CUST0014,2025-11-23 13:51:30,P036,Puzzle,Toys,5,897,4485,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000119,CUST0015,2026-04-26 05:09:33,P005,Headphones,Electronics,4,8903,35612,UPI,,STR003,Bengaluru,Returned,2026-07-02 17:20:57,75971a34
TXN000120,CUST0015,2025-03-02 19:10:25,P014,Sugar,Grocery,2,167,334,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000121,CUST0015,2024-12-29 12:56:19,P028,Perfume,Beauty,3,4706,14118,Cash,,STR010,Lucknow,Cancelled,2026-07-02 17:20:57,75971a34
TXN000122,CUST0015,2026-06-23 03:52:12,P028,Perfume,Beauty,4,5440,21760,Cash,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000123,CUST0015,2025-05-09 20:38:08,P025,Running Shoes,Sports,3,1645,4935,Credit Card,38177765114436.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000124,CUST0015,2025-06-09 04:38:43,P001,Laptop,Electronics,5,54221,271105,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000125,CUST0015,2024-08-30 16:14:26,P023,Yoga Mat,Sports,1,898,898,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34
TXN000126,CUST0015,2024-08-17 04:35:09,P005,Headphones,Electronics,1,13074,13074,Cash,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000127,CUST0015,2025-11-27 18:13:34,P001,Laptop,Electronics,2,54911,109822,Credit Card,4.526790061211458e+18,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000128,CUST0015,2024-12-09 13:49:36,P040,Board Game,Toys,3,694,2082,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000129,CUST0015,2025-11-28 16:31:21,P028,Perfume,Beauty,4,5335,21340,Net Banking,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000130,CUST0015,2024-09-07 07:09:17,P022,Football,Sports,4,1002,4008,Cash,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000131,CUST0016,2024-07-10 06:30:51,P003,Tablet,Electronics,1,45867,45867,Debit Card,6510476024788202.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000132,CUST0016,2026-04-02 06:09:08,P018,Water Bottle,Home & Kitchen,3,880,2640,Credit Card,4383331365835980.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000133,CUST0016,2024-10-20 01:53:40,P010,Sneakers,Clothing,5,5621,28105,Credit Card,4.2623053680932813e+18,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000134,CUST0016,2024-10-01 12:52:14,P029,Sunscreen,Beauty,1,325,325,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34
TXN000135,CUST0016,2025-09-30 21:11:36,P023,Yoga Mat,Sports,3,2889,8667,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000136,CUST0016,2024-10-02 10:03:19,P027,Shampoo,Beauty,5,247,1235,Debit Card,3594825603191152.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000137,CUST0016,2025-02-04 05:17:44,P008,Jacket,Clothing,4,5863,23452,Debit Card,340886644417645.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000138,CUST0016,2025-01-16 14:29:58,P039,Teddy Bear,Toys,3,1804,5412,Credit Card,5360183825544825.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000139,CUST0016,2025-12-26 15:35:01,P036,Puzzle,Toys,3,725,2175,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000140,CUST0017,2024-10-11 07:20:38,P009,Hoodie,Clothing,4,3759,15036,Cash,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34
TXN000141,CUST0017,2026-05-04 12:44:27,P005,Headphones,Electronics,3,9000,27000,Credit Card,4364263157379492.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34
TXN000142,CUST0017,2024-12-16 09:50:18,P012,Wheat Flour,Grocery,5,63,315,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000143,CUST0017,2025-04-11 08:37:10,P019,Vacuum Cleaner,Home & Kitchen,4,14231,56924,Credit Card,180064116066216.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34
TXN000144,CUST0017,2025-09-26 00:28:10,P016,Mixer Grinder,Home & Kitchen,5,4499,22495,Credit Card,2250050814429880.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000145,CUST0017,2025-04-16 19:39:28,P035,Biography,Books,5,476,2380,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34
TXN000146,CUST0017,2026-04-11 23:51:22,P012,Wheat Flour,Grocery,4,143,572,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34
TXN000147,CUST0017,2025-02-26 20:08:33,P026,Face Wash,Beauty,5,772,3860,UPI,,STR004,Hyderabad,Cancelled,2026-07-02 17:20:57,75971a34
TXN000148,CUST0017,2024-12-25 12:40:46,P035,Biography,Books,3,920,2760,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000149,CUST0017,2024-10-30 05:53:48,P018,Water Bottle,Home & Kitchen,5,982,4910,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34
TXN000150,CUST0018,2024-08-03 07:50:38,P038,Toy Car,Toys,4,1075,4300,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000151,CUST0018,2025-02-21 22:41:03,P023,Yoga Mat,Sports,1,2396,2396,Debit Card,30095226293839.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000152,CUST0018,2026-05-22 13:48:06,P016,Mixer Grinder,Home & Kitchen,5,7250,36250,Credit Card,4272775883301806.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34
TXN000153,CUST0018,2025-11-02 15:23:12,P013,Cooking Oil,Grocery,3,910,2730,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000154,CUST0018,2025-08-26 20:52:30,P016,Mixer Grinder,Home & Kitchen,1,3906,3906,Cash,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
TXN000155,CUST0018,2025-03-12 12:07:02,P011,Rice,Grocery,2,254,508,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34
TXN000156,CUST0018,2025-11-24 16:45:59,P007,Jeans,Clothing,1,2203,2203,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34
TXN000157,CUST0019,2025-08-29 18:56:48,P025,Running Shoes,Sports,5,8887,44435,Cash,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34
