customer_id,full_name,email,phone,address,city,state,postal_code,date_of_birth,gender,registration_date,loyalty_tier,ingestion_timestamp,pipeline_run_id
CUST0012,W******** R**,sh**********@example.com,XXXXXX1563,REDACTED,Hyderabad,Telangana,434238,1959-07-16,Female,2025-06-17,Bronze,2026-07-02 16:18:55,6c59e737
CUST0013,L*** G******,ym***@example.org,XXXXXX5251,REDACTED,Delhi,Delhi,290738,1981-10-11,Female,2021-10-08,Platinum,2026-07-02 16:18:55,6c59e737
CUST0014,T**** N***,ta******@example.org,XXXXXX0489,REDACTED,Chennai,Tamil Nadu,340602,1958-05-07,Male,2024-06-07,Bronze,2026-07-02 16:18:55,6c59e737
CUST0015,N**** K***,ma********@example.org,XXXXXX9466,REDACTED,Jaipur,Rajasthan,170181,1993-07-01,Female,2022-09-16,Silver,2026-07-02 16:18:55,6c59e737
CUST0016,A****** B*****,ch**********@example.net,XXXXXX0413,REDACTED,Jaipur,Rajasthan,878984,1953-12-26,Male,2021-09-15,Platinum,2026-07-02 16:18:55,6c59e737
CUST0017,U****** T*****,hb**@example.org,XXXXXX0436,REDACTED,Bengaluru,Karnataka,627216,1967-11-28,Female,2022-11-30,Bronze,2026-07-02 16:18:55,6c59e737
CUST0018,M****** J******,da********@example.org,XXXXXX7998,REDACTED,Hyderabad,Telangana,581584,1958-10-04,Other,2022-03-23,Bronze,2026-07-02 16:18:55,6c59e737
CUST0019,O**** W****,om********@example.net,XXXXXX5470,REDACTED,Kolkata,West Bengal,501378,1970-02-23,Male,2023-02-10,Silver,2026-07-02 16:18:55,6c59e737
CUST0020,C******** M*****,os***@example.org,XXXXXX6598,REDACTED,Pune,Maharashtra,258413,1995-07-17,Male,2025-10-22,Silver,2026-07-02 16:18:55,6c59e737
CUST0021,S***** G***,ba********************@example.net,XXXXXX3978,REDACTED,Delhi,Delhi,589846,1988-09-01,Male,2023-02-21,Bronze,2026-07-02 16:18:55,6c59e737
CUST0022,C****** K*****,bu********@example.org,XXXXXX2221,REDACTED,Chennai,Tamil Nadu,536034,1988-03-08,Other,2025-02-06,Silver,2026-07-02 16:18:55,6c59e737
CUST0023,D**** H****,sa***********@example.net,XXXXXX1034,REDACTED,Jaipur,Rajasthan,182470,1993-04-13,Female,2023-11-30,Silver,2026-07-02 16:18:55,6c59e737
CUST0024,E**** M***,ya*****@example.com,XXXXXX2135,REDACTED,Pune,Maharashtra,655893,1981-07-22,Male,2022-02-15,Platinum,2026-07-02 16:18:55,6c59e737
CUST0025,K***** P******,lb***@example.net,XXXXXX6027,REDACTED,Hyderabad,Telangana,136058,1977-02-09,Male,2024-04-01,Bronze,2026-07-02 16:18:55,6c59e737
CUST0026,A***** D*****,zg*****@example.org,XXXXXX6802,REDACTED,Delhi,Delhi,549992,1996-05-19,Other,2024-07-27,Bronze,2026-07-02 16:18:55,6c59e737
CUST0027,R****** G*****,ba*******************@example.org,XXXXXX5108,REDACTED,Bengaluru,Karnataka,889917,1950-11-11,Other,2024-06-11,Gold,2026-07-02 16:18:55,6c59e737
CUST0028,M****** B****,he**********@example.com,XXXXXX4675,REDACTED,Ahmedabad,Gujarat,728023,1984-03-15,Male,2024-05-26,Gold,2026-07-02 16:18:55,6c59e737
CUST0029,O*** R****,db****@example.com,XXXXXX8308,REDACTED,Ahmedabad,Gujarat,752966,1961-03-02,Other,2025-06-27,Bronze,2026-07-02 16:18:55,6c59e737
CUST0030,E***** M*****,tk****@example.net,XXXXXX1711,REDACTED,Kolkata,West Bengal,277945,1957-05-16,Male,2025-08-29,Bronze,2026-07-02 16:18:55,6c59e737
CUST0031,P***** N********,ch*************@example.com,XXXXXX1931,REDACTED,Pune,Maharashtra,181195,1955-02-06,Male,2024-12-25,Bronze,2026-07-02 16:18:55,6c59e737
CUST0032,A** T*****,na**********@example.net,XXXXXX9103,REDACTED,Delhi,Delhi,968301,2004-08-29,Other,2023-01-27,Silver,2026-07-02 16:18:55,6c59e737
CUST0033,C***** N********,kh********@example.net,XXXXXX7492,REDACTED,Delhi,Delhi,250884,1953-11-19,Male,2021-12-27,Silver,2026-07-02 16:18:55,6c59e737
CUST0034,H**** D***,nk***@example.org,XXXXXX1077,REDACTED,Pune,Maharashtra,532354,1954-04-11,Other,2022-07-13,Platinum,2026-07-02 16:18:55,6c59e737
CUST0035,W***** S***,sh**********@example.org,XXXXXX8475,REDACTED,Jaipur,Rajasthan,927789,1949-06-08,Female,2024-10-02,Gold,2026-07-02 16:18:55,6c59e737
CUST0036,G***** K******,ni*****@example.com,XXXXXX5313,REDACTED,Hyderabad,Telangana,982010,1969-03-15,Other,2024-02-14,Silver,2026-07-02 16:18:55,6c59e737
CUST0037,P****** H***,na**********@example.net,XXXXXX0764,REDACTED,Delhi,Delhi,503647,1996-10-31,Other,2021-12-04,Silver,2026-07-02 16:18:55,6c59e737
CUST0038,B********* D***,be********@example.com,XXXXXX2113,REDACTED,Ahmedabad,Gujarat,954125,1989-07-17,Other,2025-01-01,Silver,2026-07-02 16:18:55,6c59e737
CUST0039,W**** C*****,pa***********@example.net,XXXXXX2082,REDACTED,Ahmedabad,Gujarat,173592,1994-06-27,Male,2025-12-07,Silver,2026-07-02 16:18:55,6c59e737
CUST0040,Q***** G****,bh************@example.net,XXXXXX1487,REDACTED,Delhi,Delhi,149895,1955-10-27,Other,2025-03-05,Gold,2026-07-02 16:18:55,6c59e737
CUST0041,M***** G****,me*********@example.org,XXXXXX2252,REDACTED,Bengaluru,Karnataka,834217,1984-10-29,Female,2022-02-16,Gold,2026-07-02 16:18:55,6c59e737
CUST0042,F**** K******,un*****@example.org,XXXXXX8225,REDACTED,Pune,Maharashtra,395273,2007-01-28,Male,2024-09-08,Platinum,2026-07-02 16:18:55,6c59e737
CUST0043,P***** D***,ch*******@example.com,XXXXXX3795,REDACTED,Bengaluru,Karnataka,553921,1950-11-02,Female,2025-08-16,Bronze,2026-07-02 16:18:55,6c59e737
CUST0044,S***** G******,ad****@example.org,XXXXXX8231,REDACTED,Chennai,Tamil Nadu,877453,1984-11-05,Other,2022-01-25,Silver,2026-07-02 16:18:55,6c59e737
CUST0045,C******* P*****,up****@example.org,XXXXXX4443,REDACTED,Bengaluru,Karnataka,481734,1990-03-12,Female,2021-08-23,Bronze,2026-07-02 16:18:55,6c59e737
CUST0046,I**** S******,le********@example.org,XXXXXX6333,REDACTED,Jaipur,Rajasthan,741385,1957-12-24,Other,2025-04-23,Gold,2026-07-02 16:18:55,6c59e737
CUST0047,P***** W******,ja*********@example.net,XXXXXX1029,REDACTED,Lucknow,Uttar Pradesh,192276,1996-06-09,Male,2021-10-16,Gold,2026-07-02 16:18:55,6c59e737
CUST0048,O**** B****,os**********@example.org,XXXXXX2888,REDACTED,Hyderabad,Telangana,24798,1988-03-24,Female,2023-07-03,Bronze,2026-07-02 16:18:55,6c59e737
CUST0049,I****** G***,uc*********@example.org,XXXXXX8624,REDACTED,Chennai,Tamil Nadu,9477,1961-02-05,Female,2026-05-24,Silver,2026-07-02 16:18:55,6c59e737
CUST0050,V**** R***,tr**********@example.org,XXXXXX6896,REDACTED,Jaipur,Rajasthan,458626,1991-06-04,Other,2021-07-10,Bronze,2026-07-02 16:18:55,6c59e737
CUST0051,Z***** M***,is***********@example.net,XXXXXX9092,REDACTED,Pune,Maharashtra,730030,1974-04-11,Male,2024-01-15,Silver,2026-07-02 16:18:55,6c59e737
CUST0052,D******* N*******,sa***********@example.org,XXXXXX9026,REDACTED,Bengaluru,Karnataka,405364,1976-04-21,Other,2025-01-28,Silver,2026-07-02 16:18:55,6c59e737
CUST0053,A*** K*****,yo***********@example.net,XXXXXX2023,REDACTED,Hyderabad,Telangana,724840,1975-09-13,Male,2022-02-12,Bronze,2026-07-02 16:18:55,6c59e737
CUST0054,H**** D**,ba********@example.org,XXXXXX6000,REDACTED,Kolkata,West Bengal,290921,1992-03-20,Female,2021-09-07,Silver,2026-07-02 16:18:55,6c59e737
CUST0055,A*** S***,vw****@example.com,XXXXXX7339,REDACTED,Delhi,Delhi,458494,1957-01-11,Male,2025-06-26,Silver,2026-07-02 16:18:55,6c59e737
CUST0056,G****** L*****,ek*****@example.org,XXXXXX3021,REDACTED,Chennai,Tamil Nadu,738549,1978-08-14,Other,2024-07-27,Bronze,2026-07-02 16:18:55,6c59e737
CUST0057,B******** B*****,sa***********@example.org,XXXXXX5077,REDACTED,Ahmedabad,Gujarat,448794,1963-12-17,Male,2023-09-27,Bronze,2026-07-02 16:18:55,6c59e737
CUST0058,N***** G***,si*********@example.net,XXXXXX8904,REDACTED,Ahmedabad,Gujarat,689467,1948-05-30,Female,2022-07-11,Silver,2026-07-02 16:18:55,6c59e737
CUST0059,P**** S*****,sa************@example.com,XXXXXX4031,REDACTED,Ahmedabad,Gujarat,845989,1959-07-16,Male,2022-10-24,Bronze,2026-07-02 16:18:55,6c59e737
CUST0060,V******** B*****,ke******@example.com,XXXXXX8301,REDACTED,Kolkata,West Bengal,46050,1983-05-30,Other,2025-04-05,Silver,2026-07-02 16:18:55,6c59e737
CUST0061,U******** H****,ik*****@example.com,XXXXXX1635,REDACTED,Lucknow,Uttar Pradesh,998003,1984-03-10,Male,2024-04-19,Bronze,2026-07-02 16:18:55,6c59e737
CUST0062,F**** M****,un******@example.net,XXXXXX4283,REDACTED,Mumbai,Maharashtra,683961,1953-10-06,Female,2023-11-15,Silver,2026-07-02 16:18:55,6c59e737
CUST0063,M***** O*,va*********@example.com,XXXXXX9179,REDACTED,Bengaluru,Karnataka,351768,1949-06-06,Male,2022-01-25,Bronze,2026-07-02 16:18:55,6c59e737
CUST0064,T**** M******,po*****@example.org,XXXXXX3167,REDACTED,Mumbai,Maharashtra,755600,1969-05-20,Male,2023-08-13,Bronze,2026-07-02 16:18:55,6c59e737
CUST0065,U***** G***,ra*******@example.org,XXXXXX9926,REDACTED,Jaipur,Rajasthan,861891,1973-07-31,Male,2024-10-29,Silver,2026-07-02 16:18:55,6c59e737
CUST0066,T***** K*****,ee**********@example.com,XXXXXX2514,REDACTED,Delhi,Delhi,656603,1964-01-30,Female,2025-06-05,Bronze,2026-07-02 16:18:55,6c59e737
CUST0067,K****** T*****,pm***********@example.org,XXXXXX1270,REDACTED,Ahmedabad,Gujarat,702901,1979-05-21,Female,2024-01-29,Platinum,2026-07-02 16:18:55,6c59e737
CUST0068,H**** Y****,lc***@example.net,XXXXXX6303,REDACTED,Ahmedabad,Gujarat,884666,1985-04-16,Female,2024-07-04,Bronze,2026-07-02 16:18:55,6c59e737
CUST0069,V***** S*******,lp****@example.net,XXXXXX0668,REDACTED,Hyderabad,Telangana,509505,1996-08-22,Female,2022-05-10,Gold,2026-07-02 16:18:55,6c59e737
CUST0070,M****** C****,ar*****@example.com,XXXXXX8379,REDACTED,Lucknow,Uttar Pradesh,591741,1960-07-20,Female,2026-06-18,Silver,2026-07-02 16:18:55,6c59e737
CUST0071,R****** J***,ab*******@example.com,XXXXXX6578,REDACTED,Jaipur,Rajasthan,424509,1987-06-26,Female,2022-12-15,Bronze,2026-07-02 16:18:55,6c59e737
CUST0072,U***** S***,nr****@example.net,XXXXXX9362,REDACTED,Kolkata,West Bengal,800334,1970-02-05,Female,2026-05-12,Bronze,2026-07-02 16:18:55,6c59e737
CUST0073,D****** R**,ch********@example.org,XXXXXX5748,REDACTED,Lucknow,Uttar Pradesh,483245,1957-11-03,Male,2023-04-05,Silver,2026-07-02 16:18:55,6c59e737
CUST0074,A**** K****,ya*************@example.com,XXXXXX9409,REDACTED,Mumbai,Maharashtra,557513,1979-12-30,Female,2021-08-01,Bronze,2026-07-02 16:18:55,6c59e737
CUST0075,C***** S*****,wp********@example.net,XXXXXX5648,REDACTED,Pune,Maharashtra,284954,1955-12-28,Other,2022-08-20,Platinum,2026-07-02 16:18:55,6c59e737
CUST0076,W**** M*****,ja**************@example.net,XXXXXX7739,REDACTED,Hyderabad,Telangana,404503,1991-07-18,Other,2023-05-01,Silver,2026-07-02 16:18:55,6c59e737
CUST0077,D***** H***,up*********@example.com,XXXXXX4970,REDACTED,Pune,Maharashtra,200739,1969-11-09,Female,2021-07-24,Bronze,2026-07-02 16:18:55,6c59e737
CUST0078,A*** B****,kr**@example.org,XXXXXX9222,REDACTED,Chennai,Tamil Nadu,94135,1986-11-11,Female,2023-02-18,Bronze,2026-07-02 16:18:55,6c59e737
CUST0079,J******* B***,da********@example.org,XXXXXX2795,REDACTED,Pune,Maharashtra,968790,1997-03-12,Other,2026-02-14,Silver,2026-07-02 16:18:55,6c59e737
CUST0080,J**** L***,at********@example.org,XXXXXX9750,REDACTED,Lucknow,Uttar Pradesh,538215,1989-12-10,Male,2024-02-26,Bronze,2026-07-02 16:18:55,6c59e737
CUST0081,P**** B***,tm****@example.org,XXXXXX6667,REDACTED,Mumbai,Maharashtra,832421,1997-02-10,Female,2026-05-09,Bronze,2026-07-02 16:18:55,6c59e737
CUST0082,A***** S***,pa********@example.com,XXXXXX1714,REDACTED,Ahmedabad,Gujarat,499485,1945-11-15,Female,2025-07-02,Gold,2026-07-02 16:18:55,6c59e737
CUST0083,R***** D****,vr******@example.org,XXXXXX8825,REDACTED,Delhi,Delhi,227163,2008-03-30,Male,2026-02-13,Silver,2026-07-02 16:18:55,6c59e737
CUST0084,C******* S*****,fr*********@example.net,XXXXXX2728,REDACTED,Lucknow,Uttar Pradesh,523822,1966-03-05,Male,2023-12-06,Gold,2026-07-02 16:18:55,6c59e737
CUST0085,Y****** K***,ch***********@example.net,XXXXXX7385,REDACTED,Pune,Maharashtra,242707,1951-01-22,Female,2022-01-16,Bronze,2026-07-02 16:18:55,6c59e737
CUST0086,Z*** S*******,yb*****@example.com,XXXXXX5694,REDACTED,Chennai,Tamil Nadu,119004,1985-04-01,Other,2026-01-28,Gold,2026-07-02 16:18:55,6c59e737
CUST0087,G***** D*****,sa*******@example.com,XXXXXX0977,REDACTED,Bengaluru,Karnataka,576395,1986-10-02,Male,2024-03-31,Silver,2026-07-02 16:18:55,6c59e737
CUST0088,J***** P*****,me**********@example.org,XXXXXX7007,REDACTED,Kolkata,West Bengal,650305,1971-05-14,Other,2022-07-09,Silver,2026-07-02 16:18:55,6c59e737
CUST0089,B****** S**,ms***@example.com,XXXXXX3186,REDACTED,Hyderabad,Telangana,567452,1982-06-24,Female,2025-12-11,Silver,2026-07-02 16:18:55,6c59e737
CUST0090,A****** M*****,at***@example.com,XXXXXX4766,REDACTED,Chennai,Tamil Nadu,244,1999-02-23,Other,2023-11-29,Gold,2026-07-02 16:18:55,6c59e737
CUST0091,R****** K******,mp****@example.org,XXXXXX1554,REDACTED,Mumbai,Maharashtra,211464,1949-06-02,Female,2025-03-09,Gold,2026-07-02 16:18:55,6c59e737
CUST0092,Y**** C******,ir****@example.net,XXXXXX0882,REDACTED,Pune,Maharashtra,550210,1976-10-09,Other,2022-11-28,Gold,2026-07-02 16:18:55,6c59e737
CUST0093,Z***** D******,hi******@example.com,XXXXXX9329,REDACTED,Jaipur,Rajasthan,119074,1999-03-14,Female,2022-10-31,Gold,2026-07-02 16:18:55,6c59e737
CUST0094,K** B****,ni*******@example.net,XXXXXX3647,REDACTED,Ahmedabad,Gujarat,860882,1951-06-29,Male,2025-08-31,Gold,2026-07-02 16:18:55,6c59e737
CUST0095,H***** L**,ko************@example.net,XXXXXX3505,REDACTED,Delhi,Delhi,603554,1998-10-30,Female,2023-06-28,Bronze,2026-07-02 16:18:55,6c59e737
CUST0096,R****** V***********,me*********@example.com,XXXXXX2107,REDACTED,Mumbai,Maharashtra,331506,1970-11-28,Male,2023-04-24,Bronze,2026-07-02 16:18:55,6c59e737
CUST0097,B********* P**,hb**@example.net,XXXXXX1625,REDACTED,Mumbai,Maharashtra,890030,2004-09-29,Other,2023-09-20,Gold,2026-07-02 16:18:55,6c59e737
CUST0098,E***** A*******,sa*******@example.com,XXXXXX2998,REDACTED,Mumbai,Maharashtra,652629,1991-03-21,Other,2024-04-17,Bronze,2026-07-02 16:18:55,6c59e737
CUST0099,A***** J**,ni**********@example.com,XXXXXX2763,REDACTED,Mumbai,Maharashtra,153359,1951-08-12,Male,2021-12-24,Bronze,2026-07-02 16:18:55,6c59e737
CUST0100,O**** M****,up********@example.net,XXXXXX2470,REDACTED,Mumbai,Maharashtra,497654,1953-11-28,Female,2023-02-17,Platinum,2026-07-02 16:18:55,6c59e737
CUST0101,M******* S***,dh***********@example.com,XXXXXX9425,REDACTED,Jaipur,Rajasthan,313635,1946-12-29,Male,2023-05-05,Bronze,2026-07-02 16:18:55,6c59e737
CUST0102,V****** B***,ja*********@example.org,XXXXXX4794,REDACTED,Bengaluru,Karnataka,918758,1985-05-08,Other,2024-03-12,Gold,2026-07-02 16:18:55,6c59e737
CUST0103,J**** R*******,su**********@example.net,XXXXXX7072,REDACTED,Delhi,Delhi,987523,1946-07-25,Male,2023-02-15,Bronze,2026-07-02 16:18:55,6c59e737
CUST0104,M***** B****,lo*******@example.org,XXXXXX5671,REDACTED,Lucknow,Uttar Pradesh,682421,1966-09-24,Other,2023-07-09,Bronze,2026-07-02 16:18:55,6c59e737
CUST0105,J****** R****,cd***@example.com,XXXXXX6160,REDACTED,Jaipur,Rajasthan,382706,2006-09-06,Other,2021-07-20,Gold,2026-07-02 16:18:55,6c59e737
CUST0106,A***** S***,bh*******@example.org,XXXXXX3330,REDACTED,Delhi,Delhi,920377,1966-08-27,Other,2022-10-15,Bronze,2026-07-02 16:18:55,6c59e737
CUST0107,A**** S*****,pa*********@example.org,XXXXXX0905,REDACTED,Delhi,Delhi,124805,1956-09-24,Male,2023-10-20,Bronze,2026-07-02 16:18:55,6c59e737
CUST0108,C****** G******,ba**********@example.net,XXXXXX8493,REDACTED,Ahmedabad,Gujarat,387276,1978-12-31,Other,2024-10-29,Silver,2026-07-02 16:18:55,6c59e737
CUST0109,S***** C*******,qa*****@example.net,XXXXXX0995,REDACTED,Jaipur,Rajasthan,87049,1977-01-02,Other,2024-10-30,Gold,2026-07-02 16:18:55,6c59e737
CUST0110,Y*** A****,ek******@example.net,XXXXXX2715,REDACTED,Lucknow,Uttar Pradesh,357610,1973-12-24,Female,2025-07-27,Gold,2026-07-02 16:18:55,6c59e737
CUST0111,N****** V***,fi**************@example.net,XXXXXX3204,REDACTED,Pune,Maharashtra,316651,1990-03-07,Male,2021-11-09,Silver,2026-07-02 16:18:55,6c59e737
CUST0112,G***** P***,la********@example.com,XXXXXX6565,REDACTED,Hyderabad,Telangana,962565,1957-04-11,Male,2023-03-16,Platinum,2026-07-02 16:18:55,6c59e737
CUST0113,D***** C******,ra***************@example.com,XXXXXX2268,REDACTED,Hyderabad,Telangana,251105,2002-12-12,Other,2025-05-17,Silver,2026-07-02 16:18:55,6c59e737
CUST0114,A**** S****,pr**************@example.com,XXXXXX6883,REDACTED,Hyderabad,Telangana,363599,1947-03-29,Other,2024-07-10,Gold,2026-07-02 16:18:55,6c59e737
CUST0115,F**** S***,ba********@example.net,XXXXXX9934,REDACTED,Hyderabad,Telangana,300632,1988-06-17,Male,2024-02-28,Silver,2026-07-02 16:18:55,6c59e737
CUST0116,S***** M*****,ns******@example.com,XXXXXX5841,REDACTED,Bengaluru,Karnataka,630918,1955-12-18,Female,2025-02-13,Silver,2026-07-02 16:18:55,6c59e737
CUST0117,F**** B****,ma*******@example.net,XXXXXX0295,REDACTED,Mumbai,Maharashtra,188436,1982-01-03,Female,2025-01-23,Gold,2026-07-02 16:18:55,6c59e737
CUST0118,T***** S**,ba********************@example.net,XXXXXX8052,REDACTED,Jaipur,Rajasthan,176913,1975-05-10,Other,2021-10-20,Gold,2026-07-02 16:18:55,6c59e737
CUST0119,A***** K****,ya***********@example.net,XXXXXX0423,REDACTED,Bengaluru,Karnataka,525291,1969-04-10,Male,2025-10-23,Platinum,2026-07-02 16:18:55,6c59e737
CUST0120,Z***** K*****,ma*******@example.net,XXXXXX7133,REDACTED,Bengaluru,Karnataka,229195,1964-01-05,Female,2022-07-09,Silver,2026-07-02 16:18:55,6c59e737
CUST0121,D***** P****,ga***********@example.com,XXXXXX1392,REDACTED,Chennai,Tamil Nadu,511849,1974-11-20,Male,2024-10-24,Gold,2026-07-02 16:18:55,6c59e737
CUST0122,Y***** S****,zb****@example.net,XXXXXX3510,REDACTED,Hyderabad,Telangana,184839,1977-06-06,Other,2025-03-15,Silver,2026-07-02 16:18:55,6c59e737
CUST0123,W***** D***,ms*****@example.net,XXXXXX3793,REDACTED,Ahmedabad,Gujarat,805610,1986-01-07,Male,2022-02-10,Gold,2026-07-02 16:18:55,6c59e737
CUST0124,J*** S****,nb****@example.org,XXXXXX7901,REDACTED,Hyderabad,Telangana,55964,1972-03-04,Other,2024-09-23,Silver,2026-07-02 16:18:55,6c59e737
CUST0125,R***** G***,is***************@example.net,XXXXXX0048,REDACTED,Mumbai,Maharashtra,200978,1962-04-21,Male,2022-08-18,Silver,2026-07-02 16:18:55,6c59e737
CUST0126,V*** R****,yu******@example.net,XXXXXX2318,REDACTED,Chennai,Tamil Nadu,447606,1965-07-23,Female,2021-08-24,Silver,2026-07-02 16:18:55,6c59e737
CUST0127,D*** B****,pr********@example.org,XXXXXX1521,REDACTED,Jaipur,Rajasthan,688841,1971-06-17,Other,2025-11-02,Bronze,2026-07-02 16:18:55,6c59e737
CUST0128,Y*** D***,li******@example.net,XXXXXX8985,REDACTED,Jaipur,Rajasthan,380301,2003-04-04,Female,2025-07-03,Bronze,2026-07-02 16:18:55,6c59e737
CUST0129,W***** S****,sa******@example.net,XXXXXX5152,REDACTED,Delhi,Delhi,866183,1963-08-09,Other,2025-02-09,Silver,2026-07-02 16:18:55,6c59e737
CUST0130,V****** N****,xd**@example.com,XXXXXX9953,REDACTED,Jaipur,Rajasthan,928174,1983-05-28,Other,2026-06-09,Bronze,2026-07-02 16:18:55,6c59e737
CUST0131,B***** J****,ca*****@example.org,XXXXXX3343,REDACTED,Jaipur,Rajasthan,664749,1956-10-30,Female,2021-10-10,Bronze,2026-07-02 16:18:55,6c59e737
CUST0132,M****** J****,ag********@example.com,XXXXXX5518,REDACTED,Jaipur,Rajasthan,786075,1964-09-02,Female,2022-02-20,Silver,2026-07-02 16:18:55,6c59e737
CUST0133,O**** S****,or*******@example.com,XXXXXX9258,REDACTED,Kolkata,West Bengal,934428,1978-02-21,Male,2021-11-14,Platinum,2026-07-02 16:18:55,6c59e737
CUST0134,B***** S*****,ch***********@example.net,XXXXXX0153,REDACTED,Hyderabad,Telangana,248479,1985-12-19,Other,2021-07-08,Bronze,2026-07-02 16:18:55,6c59e737
CUST0135,K****** A***,zr**@example.net,XXXXXX7503,REDACTED,Jaipur,Rajasthan,555145,2007-01-19,Male,2025-10-27,Bronze,2026-07-02 16:18:55,6c59e737
CUST0136,M***** M*****,ne*******@example.net,XXXXXX5362,REDACTED,Ahmedabad,Gujarat,816502,2005-02-23,Other,2021-12-14,Silver,2026-07-02 16:18:55,6c59e737
CUST0137,O***** R***,us******@example.org,XXXXXX2604,REDACTED,Delhi,Delhi,283396,1993-07-23,Male,2025-08-18,Silver,2026-07-02 16:18:55,6c59e737
CUST0138,V***** T******,ko**********@example.com,XXXXXX3617,REDACTED,Delhi,Delhi,960535,2003-03-03,Other,2025-01-08,Bronze,2026-07-02 16:18:55,6c59e737
CUST0139,A**** J***,zp*****@example.org,XXXXXX9444,REDACTED,Ahmedabad,Gujarat,386109,1964-08-30,Female,2021-09-11,Silver,2026-07-02 16:18:55,6c59e737
CUST0140,U***** M*****,jb*****@example.com,XXXXXX6590,REDACTED,Mumbai,Maharashtra,417446,1989-02-05,Female,2026-01-09,Gold,2026-07-02 16:18:55,6c59e737
CUST0141,O*** R****,ba********@example.com,XXXXXX3367,REDACTED,Chennai,Tamil Nadu,303677,1976-05-08,Other,2023-12-12,Gold,2026-07-02 16:18:55,6c59e737
CUST0142,V******* B****,sa*************@example.org,XXXXXX3059,REDACTED,Pune,Maharashtra,162960,1961-10-15,Other,2023-02-06,Silver,2026-07-02 16:18:55,6c59e737
CUST0143,Y****** N****,se***************@example.org,XXXXXX1311,REDACTED,Pune,Maharashtra,659736,1996-08-29,Other,2021-12-17,Bronze,2026-07-02 16:18:55,6c59e737
CUST0144,T****** R****,sh**********@example.net,XXXXXX9106,REDACTED,Delhi,Delhi,127541,1949-05-01,Male,2025-03-06,Silver,2026-07-02 16:18:55,6c59e737
CUST0145,L**** P*****,es******@example.com,XXXXXX5960,REDACTED,Lucknow,Uttar Pradesh,995031,1949-05-09,Other,2024-11-16,Gold,2026-07-02 16:18:55,6c59e737
CUST0146,G***** B****,et******@example.org,XXXXXX0458,REDACTED,Mumbai,Maharashtra,699506,1951-08-17,Male,2024-02-19,Bronze,2026-07-02 16:18:55,6c59e737
CUST0147,A**** B****,ra******************@example.net,XXXXXX0070,REDACTED,Bengaluru,Karnataka,252699,1995-02-03,Female,2022-04-10,Bronze,2026-07-02 16:18:55,6c59e737
CUST0148,A***** A******,pr*********@example.net,XXXXXX2738,REDACTED,Delhi,Delhi,906968,1964-04-23,Male,2023-03-15,Bronze,2026-07-02 16:18:55,6c59e737
CUST0149,B********* S*****,da**********@example.com,XXXXXX1080,REDACTED,Hyderabad,Telangana,367570,1946-11-08,Other,2022-02-15,Silver,2026-07-02 16:18:55,6c59e737
CUST0150,D******* C*****,at***********@example.org,XXXXXX0249,REDACTED,Delhi,Delhi,683432,1968-02-12,Other,2026-03-11,Gold,2026-07-02 16:18:55,6c59e737
CUST0151,J***** C****,pb***@example.org,XXXXXX0516,REDACTED,Pune,Maharashtra,146949,1984-11-13,Female,2026-01-24,Bronze,2026-07-02 16:18:55,6c59e737
