customer_id,full_name,email,phone,address,city,state,postal_code,date_of_birth,gender,registration_date,loyalty_tier
CUST0022,Champak Karnik,bumbpranit@example.org,0740362221,"55/149, Acharya Chowk",Chennai,Tamil Nadu,536034,1988-03-08,Other,2025-02-06,Silver
CUST0023,Divya Handa,sarnajeremiah@example.net,6357011034,"59, Talwar",Jaipur,Rajasthan,182470,1993-04-13,Female,2023-11-30,Silver
CUST0024,Ethan Mand,yatan65@example.com,6690152135,"87/07, Tata Nagar",Pune,Maharashtra,655893,1981-07-22,Male,2022-02-15,Platinum
CUST0025,Kamala Pradhan,lbhat@example.net,0982526027,"H.No. 771, Bhandari Street",Hyderabad,Telangana,136058,1977-02-09,Male,2024-04-01,Bronze
CUST0026,Aarush Doctor,zgrewal@example.org,2855186802,"H.No. 864, Dutta Zila",Delhi,Delhi,549992,1996-05-19,Other,2024-07-27,Bronze
CUST0027,Ranveer Gulati,balasubramanianwarjas@example.org,9281385108,"30/177, Ramakrishnan Marg",Bengaluru,Karnataka,889917,1950-11-11,Other,2024-06-11,Gold
CUST0028,Madhavi Borra,hegdeedhitha@example.com,6165064675,"39/22, Chopra Chowk",Ahmedabad,Gujarat,728023,1984-03-15,Male,2024-05-26,Gold
CUST0029,Owen Ratta,dbaria@example.com,3495488308,"63, Wadhwa Street",Ahmedabad,Gujarat,752966,1961-03-02,Other,2025-06-27,Bronze
CUST0030,Ekansh Mangal,tkunda@example.net,5302301711,"19/35, Venkataraman",Kolkata,West Bengal,277945,1957-05-16,Male,2025-08-29,Bronze
CUST0031,Panini Natarajan,choudhrylakshit@example.com,2041051931,"H.No. 853, Prasad Road",Pune,Maharashtra,181195,1955-02-06,Male,2024-12-25,Bronze
CUST0032,Avi Tiwari,nathanmaster@example.net,1447639103,"58/35, Hari Zila",Delhi,Delhi,968301,2004-08-29,Other,2023-01-27,Silver
CUST0033,Chaman Natarajan,khalsamaya@example.net,4358897492,"01/262, Pandey Marg",Delhi,Delhi,250884,1953-11-19,Male,2021-12-27,Silver
CUST0034,Harsh Devi,nkaul@example.org,2155251077,"75/488, Baral Chowk",Pune,Maharashtra,532354,1954-04-11,Other,2022-07-13,Platinum
CUST0035,Watika Shan,shivanshkala@example.org,1212988475,"949, Contractor Ganj",Jaipur,Rajasthan,927789,1949-06-08,Female,2024-10-02,Gold
CUST0036,Guneet Kothari,nidhi94@example.com,4690575313,"91, Bose Chowk",Hyderabad,Telangana,982010,1969-03-15,Other,2024-02-14,Silver
CUST0037,Pallavi Hans,nadigpatrick@example.net,8462300764,"23/031, Hayre",Delhi,Delhi,503647,1996-10-31,Other,2021-12-04,Silver
CUST0038,Bahadurjit Deol,benjamin99@example.com,8579862113,"82/76, Yadav Road",Ahmedabad,Gujarat,954125,1989-07-17,Other,2025-01-01,Silver
CUST0039,Wahab Chahal,pandyabakhshi@example.net,9052962082,"560, Nayar Zila",Ahmedabad,Gujarat,173592,1994-06-27,Male,2025-12-07,Silver
CUST0040,Quincy Gupta,bhavikakapadia@example.net,8048211487,"40/944, Mann",Delhi,Delhi,149895,1955-10-27,Other,2025-03-05,Gold
CUST0041,Maanas Golla,meghanadhar@example.org,1811292252,"22, Bal Road",Bengaluru,Karnataka,834217,1984-10-29,Female,2022-02-16,Gold
CUST0042,Falak Krishna,unarang@example.org,0774408225,"64, Garde Nagar",Pune,Maharashtra,395273,2007-01-28,Male,2024-09-08,Platinum
CUST0043,Pavani Dave,charles27@example.com,4870463795,"56/694, Kala Zila",Bengaluru,Karnataka,553921,1950-11-02,Female,2025-08-16,Bronze
CUST0044,Saumya Goswami,adya45@example.org,9273988231,"036, Kapur Street",Chennai,Tamil Nadu,877453,1984-11-05,Other,2022-01-25,Silver
CUST0045,Chandani Parmar,upalan@example.org,1194954443,"H.No. 38, Varghese Zila",Bengaluru,Karnataka,481734,1990-03-12,Female,2021-08-23,Bronze
CUST0046,Isaac Shanker,leenamenon@example.org,3841096333,"70/59, Pandit Zila",Jaipur,Rajasthan,741385,1957-12-24,Other,2025-04-23,Gold
CUST0047,Pranit Warrior,janakidutta@example.net,3638721029,"H.No. 60, Uppal Nagar",Lucknow,Uttar Pradesh,192276,1996-06-09,Male,2021-10-16,Gold
CUST0048,Oviya Borra,oscarprakash@example.org,6095132888,"H.No. 35, Saran Ganj",Hyderabad,Telangana,024798,1988-03-24,Female,2023-07-03,Bronze
CUST0049,Ikshita Gara,ucchaldalia@example.org,8288928624,"745, Merchant Ganj",Chennai,Tamil Nadu,009477,1961-02-05,Female,2026-05-24,Silver
CUST0050,Viraj Rana,tristansheth@example.org,9685096896,"H.No. 435, Kapur Road",Jaipur,Rajasthan,458626,1991-06-04,Other,2021-07-10,Bronze
CUST0051,Zilmil Mani,ishavenkatesh@example.net,5187029092,"H.No. 955, Karan Circle",Pune,Maharashtra,730030,1974-04-11,Male,2024-01-15,Silver
CUST0052,Damyanti Nazareth,sarmabaljiwan@example.org,6621269026,"95/425, Joshi",Bengaluru,Karnataka,405364,1976-04-21,Other,2025-01-28,Silver
CUST0053,Azad Kurian,yohannanekani@example.net,6605992023,"25/248, Chokshi Street",Hyderabad,Telangana,724840,1975-09-13,Male,2022-02-12,Bronze
CUST0054,Harsh Das,balvanmani@example.org,4510186000,"10/580, Madan Nagar",Kolkata,West Bengal,290921,1992-03-20,Female,2021-09-07,Silver
CUST0055,Adya Shan,vwalia@example.com,4687537339,"05/589, Dewan Street",Delhi,Delhi,458494,1957-01-11,Male,2025-06-26,Silver
CUST0056,Geetika Luthra,ekani53@example.org,8124493021,"23/532, Sharma Marg",Chennai,Tamil Nadu,738549,1978-08-14,Other,2024-07-27,Bronze
CUST0057,Bachittar Barman,sathviksehgal@example.org,7684205077,"98, Dutt Marg",Ahmedabad,Gujarat,448794,1963-12-17,Male,2023-09-27,Bronze
CUST0058,Nikita Goda,siddharth36@example.net,2579498904,"218, Munshi Circle",Ahmedabad,Gujarat,689467,1948-05-30,Female,2022-07-11,Silver
CUST0059,Pooja Saxena,sachdevmekhala@example.com,8671574031,"031, Dhar Zila",Ahmedabad,Gujarat,845989,1959-07-16,Male,2022-10-24,Bronze
CUST0060,Vaishnavi Bhatti,kevindey@example.com,2869028301,"40/244, Reddy Ganj",Kolkata,West Bengal,046050,1983-05-30,Other,2025-04-05,Silver
CUST0061,Urishilla Handa,ikbal10@example.com,3457461635,"13, Pingle",Lucknow,Uttar Pradesh,998003,1984-03-10,Male,2024-04-19,Bronze
CUST0062,Fariq Memon,unnati36@example.net,7168424283,"H.No. 201, Venkataraman Marg",Mumbai,Maharashtra,683961,1953-10-06,Female,2023-11-15,Silver
CUST0063,Mugdha Om,varkeyladli@example.com,0366609179,"77, Raja Road",Bengaluru,Karnataka,351768,1949-06-06,Male,2022-01-25,Bronze
CUST0064,Tarak Mahajan,pooja85@example.org,8770513167,"63/36, Bala Zila",Mumbai,Maharashtra,755600,1969-05-20,Male,2023-08-13,Bronze
CUST0065,Ucchal Garg,ranveer07@example.org,0977509926,"H.No. 45, Khosla Marg",Jaipur,Rajasthan,861891,1973-07-31,Male,2024-10-29,Silver
CUST0066,Tanish Korpal,eeshachaudry@example.com,8085852514,"H.No. 945, Ray Nagar",Delhi,Delhi,656603,1964-01-30,Female,2025-06-05,Bronze
CUST0067,Kritika Thaker,pmukhopadhyay@example.org,9868771270,"525, Sheth Chowk",Ahmedabad,Gujarat,702901,1979-05-21,Female,2024-01-29,Platinum
CUST0068,Hemal Yadav,lchar@example.net,7504906303,"93/715, Mane Marg",Ahmedabad,Gujarat,884666,1985-04-16,Female,2024-07-04,Bronze
CUST0069,Vinaya Sengupta,lpalla@example.net,4746600668,"77/50, Nair Path",Hyderabad,Telangana,509505,1996-08-22,Female,2022-05-10,Gold
CUST0070,Madhavi Chand,aryan59@example.com,8022168379,"H.No. 737, Sahni Ganj",Lucknow,Uttar Pradesh,591741,1960-07-20,Female,2026-06-18,Silver
CUST0071,Rachana Jani,abhiram85@example.com,7809216578,"858, Bhatia Path",Jaipur,Rajasthan,424509,1987-06-26,Female,2022-12-15,Bronze
CUST0072,Upasna Sood,nrajan@example.net,2372359362,"85/527, Mander",Kolkata,West Bengal,800334,1970-02-05,Female,2026-05-12,Bronze
CUST0073,Devansh Raj,chakrika03@example.org,6808085748,"32/16, Yohannan Circle",Lucknow,Uttar Pradesh,483245,1957-11-03,Male,2023-04-05,Silver
CUST0074,Advay Karpe,yashodachaudhry@example.com,8513489409,"494, Uppal Path",Mumbai,Maharashtra,557513,1979-12-30,Female,2021-08-01,Bronze
CUST0075,Charvi Shukla,wprabhakar@example.net,8750025648,"H.No. 401, Ratti Ganj",Pune,Maharashtra,284954,1955-12-28,Other,2022-08-20,Platinum
CUST0076,Wahab Mammen,jackramakrishnan@example.net,9225007739,"386, Edwin Road",Hyderabad,Telangana,404503,1991-07-18,Other,2023-05-01,Silver
CUST0077,Dayita Hari,upadhriti94@example.com,2768844970,"72, Pandit Street",Pune,Maharashtra,200739,1969-11-09,Female,2021-07-24,Bronze
CUST0078,Aadi Bajaj,krao@example.org,8587509222,"05/538, Kothari Ganj",Chennai,Tamil Nadu,094135,1986-11-11,Female,2023-02-18,Bronze
CUST0079,Jonathan Bath,darshkunda@example.org,9644932795,"353, Sani Ganj",Pune,Maharashtra,968790,1997-03-12,Other,2026-02-14,Silver
CUST0080,Jagvi Lala,atharvbala@example.org,0956719750,"48/978, Gole Ganj",Lucknow,Uttar Pradesh,538215,1989-12-10,Male,2024-02-26,Bronze
CUST0081,Parth Bhat,tmadan@example.org,6082006667,"586, Deshpande Nagar",Mumbai,Maharashtra,832421,1997-02-10,Female,2026-05-09,Bronze
CUST0082,Amrita Sane,paiharshil@example.com,3622131714,"334, Keer Chowk",Ahmedabad,Gujarat,499485,1945-11-15,Female,2025-07-02,Gold
CUST0083,Raksha Dugar,vritti07@example.org,5031238825,"H.No. 990, Mangal Road",Delhi,Delhi,227163,2008-03-30,Male,2026-02-13,Silver
CUST0084,Chakrika Sekhon,frederick92@example.net,6778692728,"H.No. 477, Khalsa Chowk",Lucknow,Uttar Pradesh,523822,1966-03-05,Male,2023-12-06,Gold
CUST0085,Yashoda Kara,chanakyadevan@example.net,2034767385,"90, Parsa Ganj",Pune,Maharashtra,242707,1951-01-22,Female,2022-01-16,Bronze
CUST0086,Zaid Sundaram,ybhatia@example.com,1775465694,"83/288, Badami Circle",Chennai,Tamil Nadu,119004,1985-04-01,Other,2026-01-28,Gold
CUST0087,Gunbir Dhawan,saksham99@example.com,3239110977,"344, Gola Nagar",Bengaluru,Karnataka,576395,1986-10-02,Male,2024-03-31,Silver
CUST0088,Jairaj Pathak,meghanapatel@example.org,8084057007,"H.No. 748, Dora Zila",Kolkata,West Bengal,650305,1971-05-14,Other,2022-07-09,Silver
CUST0089,Bhavini Sur,mshah@example.com,9427233186,"30, Radhakrishnan Chowk",Hyderabad,Telangana,567452,1982-06-24,Female,2025-12-11,Silver
CUST0090,Anamika Munshi,ati81@example.com,7952234766,"39/27, Saxena Marg",Chennai,Tamil Nadu,000244,1999-02-23,Other,2023-11-29,Gold
CUST0091,Rachana Krishna,mpalla@example.org,4135511554,"32/020, Kalla Marg",Mumbai,Maharashtra,211464,1949-06-02,Female,2025-03-09,Gold
CUST0092,Yatan Chaudry,iraman@example.net,4814940882,"00/42, Dutt Marg",Pune,Maharashtra,550210,1976-10-09,Other,2022-11-28,Gold
CUST0093,Zaitra Dhingra,hitesh33@example.com,2770459329,"H.No. 26, Dhingra Road",Jaipur,Rajasthan,119074,1999-03-14,Female,2022-10-31,Gold
CUST0094,Kai Bobal,nimratram@example.net,9885853647,"H.No. 492, Pall Road",Ahmedabad,Gujarat,860882,1951-06-29,Male,2025-08-31,Gold
CUST0095,Hemang Lal,koshyvaishnavi@example.net,8703523505,"H.No. 296, Kibe Zila",Delhi,Delhi,603554,1998-10-30,Female,2023-06-28,Bronze
CUST0096,Ranveer Venkataraman,meerabansal@example.com,6848122107,"09/37, Shan Zila",Mumbai,Maharashtra,331506,1970-11-28,Male,2023-04-24,Bronze
CUST0097,Bahadurjit Pai,hbal@example.net,3085571625,"99, Peri Street",Mumbai,Maharashtra,890030,2004-09-29,Other,2023-09-20,Gold
CUST0098,Ekapad Aggarwal,sachidhar@example.com,8479172998,"H.No. 39, Bumb Road",Mumbai,Maharashtra,652629,1991-03-21,Other,2024-04-17,Bronze
CUST0099,Akshay Jha,nigamsaksham@example.com,5560752763,"H.No. 286, Chahal Marg",Mumbai,Maharashtra,153359,1951-08-12,Male,2021-12-24,Bronze
CUST0100,Oscar Magar,uppalhemal@example.net,4777262470,"12/35, Karan Marg",Mumbai,Maharashtra,497654,1953-11-28,Female,2023-02-17,Platinum
CUST0101,Mohammed Sane,dhruvmerchant@example.com,9382359425,"21/419, Bath Ganj",Jaipur,Rajasthan,313635,1946-12-29,Male,2023-05-05,Bronze
CUST0102,Vedhika Bose,janicharita@example.org,3911744794,"H.No. 10, Chhabra Road",Bengaluru,Karnataka,918758,1985-05-08,Other,2024-03-12,Gold
CUST0103,Jagvi Raghavan,sureshjoshua@example.net,0619407072,"88/631, Dave Street",Delhi,Delhi,987523,1946-07-25,Male,2023-02-15,Bronze
CUST0104,Mahika Barad,loyalazad@example.org,9350025671,"766, Sura Circle",Lucknow,Uttar Pradesh,682421,1966-09-24,Other,2023-07-09,Bronze
CUST0105,Jagrati Raval,cdeep@example.com,8811176160,"H.No. 422, Jayaraman Circle",Jaipur,Rajasthan,382706,2006-09-06,Other,2021-07-20,Gold
CUST0106,Amaira Soni,bhavika80@example.org,4173923330,"911, Bora Nagar",Delhi,Delhi,920377,1966-08-27,Other,2022-10-15,Bronze
CUST0107,Amara Shenoy,pallapranav@example.org,2937840905,"74, Contractor Street",Delhi,Delhi,124805,1956-09-24,Male,2023-10-20,Bronze
CUST0108,Charita Ganesan,balvansankar@example.net,1627048493,"48/102, Lal Path",Ahmedabad,Gujarat,387276,1978-12-31,Other,2024-10-29,Silver
CUST0109,Sanaya Chaudhry,qarin46@example.net,6898640995,"854, Viswanathan Chowk",Jaipur,Rajasthan,087049,1977-01-02,Other,2024-10-30,Gold
CUST0110,Yash Atwal,ekapadia@example.net,8014842715,"91/633, Edwin Road",Lucknow,Uttar Pradesh,357610,1973-12-24,Female,2025-07-27,Gold
CUST0111,Nandini Vora,fiyazranganathan@example.net,4976733204,"97/62, Sinha Path",Pune,Maharashtra,316651,1990-03-07,Male,2021-11-09,Silver
CUST0112,Guneet Peri,lankaharsh@example.com,4164796565,"26/91, Bir",Hyderabad,Telangana,962565,1957-04-11,Male,2023-03-16,Platinum
CUST0113,Darpan Chaudry,ramachandransanya@example.com,2420692268,"83/259, Hans Ganj",Hyderabad,Telangana,251105,2002-12-12,Other,2025-05-17,Silver
CUST0114,Azaan Sahni,prabhakarneelima@example.com,5928366883,"97, Narasimhan Chowk",Hyderabad,Telangana,363599,1947-03-29,Other,2024-07-10,Gold
CUST0115,Fiyaz Sant,battaleela@example.net,4520059934,"H.No. 29, Pai Road",Hyderabad,Telangana,300632,1988-06-17,Male,2024-02-28,Silver
CUST0116,Sanaya Mittal,nshankar@example.com,0487435841,"45/08, Sankaran Path",Bengaluru,Karnataka,630918,1955-12-18,Female,2025-02-13,Silver
CUST0117,Faris Borde,malljagvi@example.net,7752790295,"846, Ganesh",Mumbai,Maharashtra,188436,1982-01-03,Female,2025-01-23,Gold
CUST0118,Teerth Sen,balasubramanianvrishti@example.net,2943018052,"81, Ramakrishnan Zila",Jaipur,Rajasthan,176913,1975-05-10,Other,2021-10-20,Gold
CUST0119,Anusha Kapur,yaminiagrawal@example.net,2114840423,"40/582, Ramanathan Ganj",Bengaluru,Karnataka,525291,1969-04-10,Male,2025-10-23,Platinum
CUST0120,Zayyan Kalita,maneethan@example.net,1102977133,"92, Mangal Zila",Bengaluru,Karnataka,229195,1964-01-05,Female,2022-07-09,Silver
CUST0121,Devika Patla,gabachaitanya@example.com,0127921392,"90/837, Dara Street",Chennai,Tamil Nadu,511849,1974-11-20,Male,2024-10-24,Gold
CUST0122,Yadavi Sarin,zbandi@example.net,3790973510,"H.No. 63, Tailor",Hyderabad,Telangana,184839,1977-06-06,Other,2025-03-15,Silver
CUST0123,Watika Dave,mshenoy@example.net,2680793793,"200, Wable Marg",Ahmedabad,Gujarat,805610,1986-01-07,Male,2022-02-10,Gold
CUST0124,Jeet Sarma,nbaral@example.org,8440967901,"280, Hans Chowk",Hyderabad,Telangana,055964,1972-03-04,Other,2024-09-23,Silver
CUST0125,Ranbir Gala,isaiahrajagopalan@example.net,5095780048,"86, Kaul Marg",Mumbai,Maharashtra,200978,1962-04-21,Male,2022-08-18,Silver
CUST0126,Veer Ratti,yuvraj05@example.net,7926382318,"18/681, Savant Path",Chennai,Tamil Nadu,447606,1965-07-23,Female,2021-08-24,Silver
CUST0127,Diya Bajwa,prishayogi@example.org,9576571521,"43/08, Tank Chowk",Jaipur,Rajasthan,688841,1971-06-17,Other,2025-11-02,Bronze
CUST0128,Yash Deep,lipika48@example.net,6580978985,"60/08, Bora Zila",Jaipur,Rajasthan,380301,2003-04-04,Female,2025-07-03,Bronze
CUST0129,Watika Sibal,sanaya98@example.net,5252755152,"540, Karan Circle",Delhi,Delhi,866183,1963-08-09,Other,2025-02-09,Silver
CUST0130,Varenya Nigam,xdey@example.com,9710099953,"845, Magar",Jaipur,Rajasthan,928174,1983-05-28,Other,2026-06-09,Bronze
CUST0131,Bimala Jaggi,caleb08@example.org,2296333343,"H.No. 24, Mistry Nagar",Jaipur,Rajasthan,664749,1956-10-30,Female,2021-10-10,Bronze
CUST0132,Michael Jaggi,agatefaqid@example.com,0374135518,"H.No. 61, Gara Circle",Jaipur,Rajasthan,786075,1964-09-02,Female,2022-02-20,Silver
CUST0133,Onkar Sagar,orinder67@example.com,0889389258,"56/794, Loke Circle",Kolkata,West Bengal,934428,1978-02-21,Male,2021-11-14,Platinum
CUST0134,Bhavna Sarraf,chavvikrishna@example.net,6013480153,"604, Ahuja Zila",Hyderabad,Telangana,248479,1985-12-19,Other,2021-07-08,Bronze
CUST0135,Kritika Arya,zrai@example.net,0959227503,"42/221, Kumar Ganj",Jaipur,Rajasthan,555145,2007-01-19,Male,2025-10-27,Bronze
CUST0136,Maanas Mander,neelima39@example.net,5943335362,"H.No. 256, Basu Ganj",Ahmedabad,Gujarat,816502,2005-02-23,Other,2021-12-14,Silver
CUST0137,Oliver Rama,usachdev@example.org,5469962604,"94, Sen Zila",Delhi,Delhi,283396,1993-07-23,Male,2025-08-18,Silver
CUST0138,Varsha Trivedi,korpalrushil@example.com,1892543617,"H.No. 776, Barman Marg",Delhi,Delhi,960535,2003-03-03,Other,2025-01-08,Bronze
CUST0139,Anita Jain,zpillay@example.org,5934219444,"10, Pillay Chowk",Ahmedabad,Gujarat,386109,1964-08-30,Female,2021-09-11,Silver
CUST0140,Ucchal Mammen,jbhatti@example.com,6507166590,"93, Nagarajan Road",Mumbai,Maharashtra,417446,1989-02-05,Female,2026-01-09,Gold
CUST0141,Osha Ratta,basuupasna@example.com,0347653367,"928, Saran Nagar",Chennai,Tamil Nadu,303677,1976-05-08,Other,2023-12-12,Gold
CUST0142,Vamakshi Banik,samarthmajumdar@example.org,5866183059,"59, Grover Chowk",Pune,Maharashtra,162960,1961-10-15,Other,2023-02-06,Silver
CUST0143,Yashoda Nanda,seshadrifrederick@example.org,4120751311,"97/385, Pingle Chowk",Pune,Maharashtra,659736,1996-08-29,Other,2021-12-17,Bronze
CUST0144,Tristan Ravel,shankarkrish@example.net,5090359106,"430, Gokhale Street",Delhi,Delhi,127541,1949-05-01,Male,2025-03-06,Silver
CUST0145,Lekha Parmar,eshana41@example.com,2814645960,"54, Narain Path",Lucknow,Uttar Pradesh,995031,1949-05-09,Other,2024-11-16,Gold
CUST0146,Gunbir Bajwa,etavarma@example.org,3062060458,"68/48, Kakar Path",Mumbai,Maharashtra,699506,1951-08-17,Male,2024-02-19,Bronze
CUST0147,Advay Boase,rajeshriramakrishnan@example.net,2235920070,"51, Nanda",Bengaluru,Karnataka,252699,1995-02-03,Female,2022-04-10,Bronze
CUST0148,Aarush Acharya,prishadixit@example.net,4323522738,"84, Koshy Road",Delhi,Delhi,906968,1964-04-23,Male,2023-03-15,Bronze
CUST0149,Baghyawati Shroff,daliabrijesh@example.com,7141221080,"H.No. 08, Dhar Chowk",Hyderabad,Telangana,367570,1946-11-08,Other,2022-02-15,Silver
CUST0150,Dakshesh Chahal,atwalekantika@example.org,5831110249,"63, Keer Ganj",Delhi,Delhi,683432,1968-02-12,Other,2026-03-11,Gold
CUST0151,Jasmit Comar,pbail@example.org,9582690516,"46, Keer Zila",Pune,Maharashtra,146949,1984-11-13,Female,2026-01-24,Bronze
CUST0152,Upma Gaba,ekarajbains@example.org,9130356892,"H.No. 10, Ben Road",Delhi,Delhi,673439,1951-03-22,Male,2024-06-21,Silver
CUST0153,Wakeeta Pandit,imishra@example.org,0826951806,"15, Sawhney Chowk",Mumbai,Maharashtra,187718,1984-10-04,Other,2021-07-06,Bronze
CUST0154,Owen Minhas,borazayyan@example.org,2707304236,"08, Rao Road",Hyderabad,Telangana,330493,1992-01-27,Other,2023-08-13,Bronze
CUST0155,Omya Narain,urvijoshi@example.net,3087413572,"55, Shan Marg",Mumbai,Maharashtra,382537,1950-04-07,Other,2021-08-18,Platinum
CUST0156,Mohini Boase,osuri@example.org,0095918348,"01/82, Sekhon Road",Lucknow,Uttar Pradesh,648225,1963-03-09,Other,2022-03-11,Gold
CUST0157,Finn Sehgal,fkhosla@example.net,5452159680,"H.No. 78, Mane Marg",Ahmedabad,Gujarat,907806,1999-04-15,Male,2022-05-04,Gold
CUST0158,Kavya Kumer,ladlizacharia@example.org,1350261351,"27/02, Balasubramanian Road",Hyderabad,Telangana,751119,1948-04-19,Female,2024-04-12,Silver
CUST0159,Mitali Sane,ekaja74@example.org,9591695366,"H.No. 13, Barman Circle",Mumbai,Maharashtra,067871,1978-10-17,Other,2025-01-19,Bronze
CUST0160,Zashil Naik,zayanbhalla@example.com,9088542436,"004, Ahluwalia Nagar",Ahmedabad,Gujarat,677198,1949-03-24,Female,2021-10-10,Bronze
CUST0161,Indali Krishna,jasmitkibe@example.net,3141641315,"H.No. 77, Mallick Circle",Pune,Maharashtra,973482,1983-07-12,Female,2024-05-24,Bronze
CUST0162,Rachana Uppal,yatin97@example.com,9810406467,"53/397, Walia Road",Bengaluru,Karnataka,412261,1998-09-12,Female,2024-09-08,Bronze
CUST0163,Kavya Dora,samiinaya@example.com,7506823466,"19, Dyal Road",Jaipur,Rajasthan,058136,1982-05-26,Female,2022-06-26,Bronze
CUST0164,Zansi Parmer,harshkade@example.net,1135559990,"52, Morar Street",Mumbai,Maharashtra,943237,1957-10-12,Other,2025-09-02,Gold
CUST0165,Karan Kale,pillayzehaan@example.com,7442820293,"372, Dada Path",Bengaluru,Karnataka,490555,1990-05-10,Male,2023-07-15,Bronze
CUST0166,Bhanumati Grover,advaithwason@example.org,6314358098,"203, Shukla Path",Hyderabad,Telangana,109120,1985-02-16,Male,2024-05-24,Bronze
CUST0167,Aradhana Bhargava,nchand@example.com,4916669894,"923, Sahota Street",Lucknow,Uttar Pradesh,368071,1971-08-21,Male,2026-04-09,Gold
CUST0168,Harita Pradhan,lohitbala@example.org,8770213827,"H.No. 940, Madan Path",Bengaluru,Karnataka,520812,1988-08-05,Female,2024-01-07,Bronze
CUST0169,Lila Banik,osha19@example.net,9940247277,"325, Goda Marg",Pune,Maharashtra,552116,1964-03-13,Male,2021-08-08,Bronze
CUST0170,Ekta Kala,foza@example.org,2944554557,"63, Shere Nagar",Kolkata,West Bengal,763411,1945-12-24,Female,2022-05-30,Bronze
CUST0171,Irya Lala,nbanerjee@example.com,7805000619,"H.No. 67, Kannan Road",Mumbai,Maharashtra,106524,1968-10-14,Other,2025-05-22,Bronze
CUST0172,Abdul Mutti,chameli82@example.com,2857055084,"029, Butala Path",Bengaluru,Karnataka,317967,1960-11-18,Female,2024-05-07,Silver
CUST0173,Isaiah Oza,duapraneel@example.org,0636632028,"H.No. 10, Wadhwa Chowk",Pune,Maharashtra,011357,1998-04-06,Male,2023-01-20,Bronze
