customer_id,full_name,email,phone,address,city,state,postal_code,gender,registration_date,loyalty_tier,ingestion_timestamp,pipeline_run_id,age,age_group
CUST0029,O*** R****,db****@example.com,XXXXXX8308,REDACTED,Ahmedabad,Gujarat,752XXX,Other,2025-06-27,Bronze,2026-07-02 16:18:55,6c59e737,65,51+
CUST0030,E***** M*****,tk****@example.net,XXXXXX1711,REDACTED,Kolkata,West Bengal,277XXX,Male,2025-08-29,Bronze,2026-07-02 16:18:55,6c59e737,69,51+
CUST0031,P***** N********,ch*************@example.com,XXXXXX1931,REDACTED,Pune,Maharashtra,181XXX,Male,2024-12-25,Bronze,2026-07-02 16:18:55,6c59e737,71,51+
CUST0032,A** T*****,na**********@example.net,XXXXXX9103,REDACTED,Delhi,Delhi,968XXX,Other,2023-01-27,Silver,2026-07-02 16:18:55,6c59e737,21,18-25
CUST0033,C***** N********,kh********@example.net,XXXXXX7492,REDACTED,Delhi,Delhi,250XXX,Male,2021-12-27,Silver,2026-07-02 16:18:55,6c59e737,72,51+
CUST0034,H**** D***,nk***@example.org,XXXXXX1077,REDACTED,Pune,Maharashtra,532XXX,Other,2022-07-13,Platinum,2026-07-02 16:18:55,6c59e737,72,51+
CUST0035,W***** S***,sh**********@example.org,XXXXXX8475,REDACTED,Jaipur,Rajasthan,927XXX,Female,2024-10-02,Gold,2026-07-02 16:18:55,6c59e737,77,51+
CUST0036,G***** K******,ni*****@example.com,XXXXXX5313,REDACTED,Hyderabad,Telangana,982XXX,Other,2024-02-14,Silver,2026-07-02 16:18:55,6c59e737,57,51+
CUST0037,P****** H***,na**********@example.net,XXXXXX0764,REDACTED,Delhi,Delhi,503XXX,Other,2021-12-04,Silver,2026-07-02 16:18:55,6c59e737,29,26-35
CUST0038,B********* D***,be********@example.com,XXXXXX2113,REDACTED,Ahmedabad,Gujarat,954XXX,Other,2025-01-01,Silver,2026-07-02 16:18:55,6c59e737,36,36-50
CUST0039,W**** C*****,pa***********@example.net,XXXXXX2082,REDACTED,Ahmedabad,Gujarat,173XXX,Male,2025-12-07,Silver,2026-07-02 16:18:55,6c59e737,32,26-35
CUST0040,Q***** G****,bh************@example.net,XXXXXX1487,REDACTED,Delhi,Delhi,149XXX,Other,2025-03-05,Gold,2026-07-02 16:18:55,6c59e737,70,51+
CUST0041,M***** G****,me*********@example.org,XXXXXX2252,REDACTED,Bengaluru,Karnataka,834XXX,Female,2022-02-16,Gold,2026-07-02 16:18:55,6c59e737,41,36-50
CUST0042,F**** K******,un*****@example.org,XXXXXX8225,REDACTED,Pune,Maharashtra,395XXX,Male,2024-09-08,Platinum,2026-07-02 16:18:55,6c59e737,19,18-25
CUST0043,P***** D***,ch*******@example.com,XXXXXX3795,REDACTED,Bengaluru,Karnataka,553XXX,Female,2025-08-16,Bronze,2026-07-02 16:18:55,6c59e737,75,51+
CUST0044,S***** G******,ad****@example.org,XXXXXX8231,REDACTED,Chennai,Tamil Nadu,877XXX,Other,2022-01-25,Silver,2026-07-02 16:18:55,6c59e737,41,36-50
CUST0045,C******* P*****,up****@example.org,XXXXXX4443,REDACTED,Bengaluru,Karnataka,481XXX,Female,2021-08-23,Bronze,2026-07-02 16:18:55,6c59e737,36,36-50
CUST0046,I**** S******,le********@example.org,XXXXXX6333,REDACTED,Jaipur,Rajasthan,741XXX,Other,2025-04-23,Gold,2026-07-02 16:18:55,6c59e737,68,51+
CUST0047,P***** W******,ja*********@example.net,XXXXXX1029,REDACTED,Lucknow,Uttar Pradesh,192XXX,Male,2021-10-16,Gold,2026-07-02 16:18:55,6c59e737,30,26-35
CUST0048,O**** B****,os**********@example.org,XXXXXX2888,REDACTED,Hyderabad,Telangana,247XXX,Female,2023-07-03,Bronze,2026-07-02 16:18:55,6c59e737,38,36-50
CUST0049,I****** G***,uc*********@example.org,XXXXXX8624,REDACTED,Chennai,Tamil Nadu,947XXX,Female,2026-05-24,Silver,2026-07-02 16:18:55,6c59e737,65,51+
CUST0050,V**** R***,tr**********@example.org,XXXXXX6896,REDACTED,Jaipur,Rajasthan,458XXX,Other,2021-07-10,Bronze,2026-07-02 16:18:55,6c59e737,35,26-35
CUST0051,Z***** M***,is***********@example.net,XXXXXX9092,REDACTED,Pune,Maharashtra,730XXX,Male,2024-01-15,Silver,2026-07-02 16:18:55,6c59e737,52,51+
CUST0052,D******* N*******,sa***********@example.org,XXXXXX9026,REDACTED,Bengaluru,Karnataka,405XXX,Other,2025-01-28,Silver,2026-07-02 16:18:55,6c59e737,50,36-50
CUST0053,A*** K*****,yo***********@example.net,XXXXXX2023,REDACTED,Hyderabad,Telangana,724XXX,Male,2022-02-12,Bronze,2026-07-02 16:18:55,6c59e737,50,36-50
CUST0054,H**** D**,ba********@example.org,XXXXXX6000,REDACTED,Kolkata,West Bengal,290XXX,Female,2021-09-07,Silver,2026-07-02 16:18:55,6c59e737,34,26-35
CUST0055,A*** S***,vw****@example.com,XXXXXX7339,REDACTED,Delhi,Delhi,458XXX,Male,2025-06-26,Silver,2026-07-02 16:18:55,6c59e737,69,51+
CUST0056,G****** L*****,ek*****@example.org,XXXXXX3021,REDACTED,Chennai,Tamil Nadu,738XXX,Other,2024-07-27,Bronze,2026-07-02 16:18:55,6c59e737,47,36-50
CUST0057,B******** B*****,sa***********@example.org,XXXXXX5077,REDACTED,Ahmedabad,Gujarat,448XXX,Male,2023-09-27,Bronze,2026-07-02 16:18:55,6c59e737,62,51+
CUST0058,N***** G***,si*********@example.net,XXXXXX8904,REDACTED,Ahmedabad,Gujarat,689XXX,Female,2022-07-11,Silver,2026-07-02 16:18:55,6c59e737,78,51+
CUST0059,P**** S*****,sa************@example.com,XXXXXX4031,REDACTED,Ahmedabad,Gujarat,845XXX,Male,2022-10-24,Bronze,2026-07-02 16:18:55,6c59e737,66,51+
CUST0060,V******** B*****,ke******@example.com,XXXXXX8301,REDACTED,Kolkata,West Bengal,460XXX,Other,2025-04-05,Silver,2026-07-02 16:18:55,6c59e737,43,36-50
CUST0061,U******** H****,ik*****@example.com,XXXXXX1635,REDACTED,Lucknow,Uttar Pradesh,998XXX,Male,2024-04-19,Bronze,2026-07-02 16:18:55,6c59e737,42,36-50
CUST0062,F**** M****,un******@example.net,XXXXXX4283,REDACTED,Mumbai,Maharashtra,683XXX,Female,2023-11-15,Silver,2026-07-02 16:18:55,6c59e737,72,51+
CUST0063,M***** O*,va*********@example.com,XXXXXX9179,REDACTED,Bengaluru,Karnataka,351XXX,Male,2022-01-25,Bronze,2026-07-02 16:18:55,6c59e737,77,51+
CUST0064,T**** M******,po*****@example.org,XXXXXX3167,REDACTED,Mumbai,Maharashtra,755XXX,Male,2023-08-13,Bronze,2026-07-02 16:18:55,6c59e737,57,51+
CUST0065,U***** G***,ra*******@example.org,XXXXXX9926,REDACTED,Jaipur,Rajasthan,861XXX,Male,2024-10-29,Silver,2026-07-02 16:18:55,6c59e737,52,51+
CUST0066,T***** K*****,ee**********@example.com,XXXXXX2514,REDACTED,Delhi,Delhi,656XXX,Female,2025-06-05,Bronze,2026-07-02 16:18:55,6c59e737,62,51+
CUST0067,K****** T*****,pm***********@example.org,XXXXXX1270,REDACTED,Ahmedabad,Gujarat,702XXX,Female,2024-01-29,Platinum,2026-07-02 16:18:55,6c59e737,47,36-50
CUST0068,H**** Y****,lc***@example.net,XXXXXX6303,REDACTED,Ahmedabad,Gujarat,884XXX,Female,2024-07-04,Bronze,2026-07-02 16:18:55,6c59e737,41,36-50
CUST0069,V***** S*******,lp****@example.net,XXXXXX0668,REDACTED,Hyderabad,Telangana,509XXX,Female,2022-05-10,Gold,2026-07-02 16:18:55,6c59e737,29,26-35
CUST0070,M****** C****,ar*****@example.com,XXXXXX8379,REDACTED,Lucknow,Uttar Pradesh,591XXX,Female,2026-06-18,Silver,2026-07-02 16:18:55,6c59e737,65,51+
CUST0071,R****** J***,ab*******@example.com,XXXXXX6578,REDACTED,Jaipur,Rajasthan,424XXX,Female,2022-12-15,Bronze,2026-07-02 16:18:55,6c59e737,39,36-50
CUST0072,U***** S***,nr****@example.net,XXXXXX9362,REDACTED,Kolkata,West Bengal,800XXX,Female,2026-05-12,Bronze,2026-07-02 16:18:55,6c59e737,56,51+
CUST0073,D****** R**,ch********@example.org,XXXXXX5748,REDACTED,Lucknow,Uttar Pradesh,483XXX,Male,2023-04-05,Silver,2026-07-02 16:18:55,6c59e737,68,51+
CUST0074,A**** K****,ya*************@example.com,XXXXXX9409,REDACTED,Mumbai,Maharashtra,557XXX,Female,2021-08-01,Bronze,2026-07-02 16:18:55,6c59e737,46,36-50
CUST0075,C***** S*****,wp********@example.net,XXXXXX5648,REDACTED,Pune,Maharashtra,284XXX,Other,2022-08-20,Platinum,2026-07-02 16:18:55,6c59e737,70,51+
CUST0076,W**** M*****,ja**************@example.net,XXXXXX7739,REDACTED,Hyderabad,Telangana,404XXX,Other,2023-05-01,Silver,2026-07-02 16:18:55,6c59e737,34,26-35
CUST0077,D***** H***,up*********@example.com,XXXXXX4970,REDACTED,Pune,Maharashtra,200XXX,Female,2021-07-24,Bronze,2026-07-02 16:18:55,6c59e737,56,51+
CUST0078,A*** B****,kr**@example.org,XXXXXX9222,REDACTED,Chennai,Tamil Nadu,941XXX,Female,2023-02-18,Bronze,2026-07-02 16:18:55,6c59e737,39,36-50
CUST0079,J******* B***,da********@example.org,XXXXXX2795,REDACTED,Pune,Maharashtra,968XXX,Other,2026-02-14,Silver,2026-07-02 16:18:55,6c59e737,29,26-35
CUST0080,J**** L***,at********@example.org,XXXXXX9750,REDACTED,Lucknow,Uttar Pradesh,538XXX,Male,2024-02-26,Bronze,2026-07-02 16:18:55,6c59e737,36,36-50
CUST0081,P**** B***,tm****@example.org,XXXXXX6667,REDACTED,Mumbai,Maharashtra,832XXX,Female,2026-05-09,Bronze,2026-07-02 16:18:55,6c59e737,29,26-35
CUST0082,A***** S***,pa********@example.com,XXXXXX1714,REDACTED,Ahmedabad,Gujarat,499XXX,Female,2025-07-02,Gold,2026-07-02 16:18:55,6c59e737,80,51+
CUST0083,R***** D****,vr******@example.org,XXXXXX8825,REDACTED,Delhi,Delhi,227XXX,Male,2026-02-13,Silver,2026-07-02 16:18:55,6c59e737,18,18-25
CUST0084,C******* S*****,fr*********@example.net,XXXXXX2728,REDACTED,Lucknow,Uttar Pradesh,523XXX,Male,2023-12-06,Gold,2026-07-02 16:18:55,6c59e737,60,51+
CUST0085,Y****** K***,ch***********@example.net,XXXXXX7385,REDACTED,Pune,Maharashtra,242XXX,Female,2022-01-16,Bronze,2026-07-02 16:18:55,6c59e737,75,51+
CUST0086,Z*** S*******,yb*****@example.com,XXXXXX5694,REDACTED,Chennai,Tamil Nadu,119XXX,Other,2026-01-28,Gold,2026-07-02 16:18:55,6c59e737,41,36-50
CUST0087,G***** D*****,sa*******@example.com,XXXXXX0977,REDACTED,Bengaluru,Karnataka,576XXX,Male,2024-03-31,Silver,2026-07-02 16:18:55,6c59e737,39,36-50
CUST0088,J***** P*****,me**********@example.org,XXXXXX7007,REDACTED,Kolkata,West Bengal,650XXX,Other,2022-07-09,Silver,2026-07-02 16:18:55,6c59e737,55,51+
CUST0089,B****** S**,ms***@example.com,XXXXXX3186,REDACTED,Hyderabad,Telangana,567XXX,Female,2025-12-11,Silver,2026-07-02 16:18:55,6c59e737,44,36-50
CUST0090,A****** M*****,at***@example.com,XXXXXX4766,REDACTED,Chennai,Tamil Nadu,244XXX,Other,2023-11-29,Gold,2026-07-02 16:18:55,6c59e737,27,26-35
CUST0091,R****** K******,mp****@example.org,XXXXXX1554,REDACTED,Mumbai,Maharashtra,211XXX,Female,2025-03-09,Gold,2026-07-02 16:18:55,6c59e737,77,51+
CUST0092,Y**** C******,ir****@example.net,XXXXXX0882,REDACTED,Pune,Maharashtra,550XXX,Other,2022-11-28,Gold,2026-07-02 16:18:55,6c59e737,49,36-50
CUST0093,Z***** D******,hi******@example.com,XXXXXX9329,REDACTED,Jaipur,Rajasthan,119XXX,Female,2022-10-31,Gold,2026-07-02 16:18:55,6c59e737,27,26-35
CUST0094,K** B****,ni*******@example.net,XXXXXX3647,REDACTED,Ahmedabad,Gujarat,860XXX,Male,2025-08-31,Gold,2026-07-02 16:18:55,6c59e737,75,51+
CUST0095,H***** L**,ko************@example.net,XXXXXX3505,REDACTED,Delhi,Delhi,603XXX,Female,2023-06-28,Bronze,2026-07-02 16:18:55,6c59e737,27,26-35
CUST0096,R****** V***********,me*********@example.com,XXXXXX2107,REDACTED,Mumbai,Maharashtra,331XXX,Male,2023-04-24,Bronze,2026-07-02 16:18:55,6c59e737,55,51+
CUST0097,B********* P**,hb**@example.net,XXXXXX1625,REDACTED,Mumbai,Maharashtra,890XXX,Other,2023-09-20,Gold,2026-07-02 16:18:55,6c59e737,21,18-25
CUST0098,E***** A*******,sa*******@example.com,XXXXXX2998,REDACTED,Mumbai,Maharashtra,652XXX,Other,2024-04-17,Bronze,2026-07-02 16:18:55,6c59e737,35,26-35
CUST0099,A***** J**,ni**********@example.com,XXXXXX2763,REDACTED,Mumbai,Maharashtra,153XXX,Male,2021-12-24,Bronze,2026-07-02 16:18:55,6c59e737,74,51+
CUST0100,O**** M****,up********@example.net,XXXXXX2470,REDACTED,Mumbai,Maharashtra,497XXX,Female,2023-02-17,Platinum,2026-07-02 16:18:55,6c59e737,72,51+
CUST0101,M******* S***,dh***********@example.com,XXXXXX9425,REDACTED,Jaipur,Rajasthan,313XXX,Male,2023-05-05,Bronze,2026-07-02 16:18:55,6c59e737,79,51+
CUST0102,V****** B***,ja*********@example.org,XXXXXX4794,REDACTED,Bengaluru,Karnataka,918XXX,Other,2024-03-12,Gold,2026-07-02 16:18:55,6c59e737,41,36-50
CUST0103,J**** R*******,su**********@example.net,XXXXXX7072,REDACTED,Delhi,Delhi,987XXX,Male,2023-02-15,Bronze,2026-07-02 16:18:55,6c59e737,79,51+
CUST0104,M***** B****,lo*******@example.org,XXXXXX5671,REDACTED,Lucknow,Uttar Pradesh,682XXX,Other,2023-07-09,Bronze,2026-07-02 16:18:55,6c59e737,59,51+
CUST0105,J****** R****,cd***@example.com,XXXXXX6160,REDACTED,Jaipur,Rajasthan,382XXX,Other,2021-07-20,Gold,2026-07-02 16:18:55,6c59e737,19,18-25
CUST0106,A***** S***,bh*******@example.org,XXXXXX3330,REDACTED,Delhi,Delhi,920XXX,Other,2022-10-15,Bronze,2026-07-02 16:18:55,6c59e737,59,51+
CUST0107,A**** S*****,pa*********@example.org,XXXXXX0905,REDACTED,Delhi,Delhi,124XXX,Male,2023-10-20,Bronze,2026-07-02 16:18:55,6c59e737,69,51+
CUST0108,C****** G******,ba**********@example.net,XXXXXX8493,REDACTED,Ahmedabad,Gujarat,387XXX,Other,2024-10-29,Silver,2026-07-02 16:18:55,6c59e737,47,36-50
CUST0109,S***** C*******,qa*****@example.net,XXXXXX0995,REDACTED,Jaipur,Rajasthan,870XXX,Other,2024-10-30,Gold,2026-07-02 16:18:55,6c59e737,49,36-50
CUST0110,Y*** A****,ek******@example.net,XXXXXX2715,REDACTED,Lucknow,Uttar Pradesh,357XXX,Female,2025-07-27,Gold,2026-07-02 16:18:55,6c59e737,52,51+
CUST0111,N****** V***,fi**************@example.net,XXXXXX3204,REDACTED,Pune,Maharashtra,316XXX,Male,2021-11-09,Silver,2026-07-02 16:18:55,6c59e737,36,36-50
CUST0112,G***** P***,la********@example.com,XXXXXX6565,REDACTED,Hyderabad,Telangana,962XXX,Male,2023-03-16,Platinum,2026-07-02 16:18:55,6c59e737,69,51+
CUST0113,D***** C******,ra***************@example.com,XXXXXX2268,REDACTED,Hyderabad,Telangana,251XXX,Other,2025-05-17,Silver,2026-07-02 16:18:55,6c59e737,23,18-25
CUST0114,A**** S****,pr**************@example.com,XXXXXX6883,REDACTED,Hyderabad,Telangana,363XXX,Other,2024-07-10,Gold,2026-07-02 16:18:55,6c59e737,79,51+
CUST0115,F**** S***,ba********@example.net,XXXXXX9934,REDACTED,Hyderabad,Telangana,300XXX,Male,2024-02-28,Silver,2026-07-02 16:18:55,6c59e737,38,36-50
CUST0116,S***** M*****,ns******@example.com,XXXXXX5841,REDACTED,Bengaluru,Karnataka,630XXX,Female,2025-02-13,Silver,2026-07-02 16:18:55,6c59e737,70,51+
CUST0117,F**** B****,ma*******@example.net,XXXXXX0295,REDACTED,Mumbai,Maharashtra,188XXX,Female,2025-01-23,Gold,2026-07-02 16:18:55,6c59e737,44,36-50
CUST0118,T***** S**,ba********************@example.net,XXXXXX8052,REDACTED,Jaipur,Rajasthan,176XXX,Other,2021-10-20,Gold,2026-07-02 16:18:55,6c59e737,51,51+
CUST0119,A***** K****,ya***********@example.net,XXXXXX0423,REDACTED,Bengaluru,Karnataka,525XXX,Male,2025-10-23,Platinum,2026-07-02 16:18:55,6c59e737,57,51+
CUST0120,Z***** K*****,ma*******@example.net,XXXXXX7133,REDACTED,Bengaluru,Karnataka,229XXX,Female,2022-07-09,Silver,2026-07-02 16:18:55,6c59e737,62,51+
CUST0121,D***** P****,ga***********@example.com,XXXXXX1392,REDACTED,Chennai,Tamil Nadu,511XXX,Male,2024-10-24,Gold,2026-07-02 16:18:55,6c59e737,51,51+
CUST0122,Y***** S****,zb****@example.net,XXXXXX3510,REDACTED,Hyderabad,Telangana,184XXX,Other,2025-03-15,Silver,2026-07-02 16:18:55,6c59e737,49,36-50
CUST0123,W***** D***,ms*****@example.net,XXXXXX3793,REDACTED,Ahmedabad,Gujarat,805XXX,Male,2022-02-10,Gold,2026-07-02 16:18:55,6c59e737,40,36-50
CUST0124,J*** S****,nb****@example.org,XXXXXX7901,REDACTED,Hyderabad,Telangana,559XXX,Other,2024-09-23,Silver,2026-07-02 16:18:55,6c59e737,54,51+
CUST0125,R***** G***,is***************@example.net,XXXXXX0048,REDACTED,Mumbai,Maharashtra,200XXX,Male,2022-08-18,Silver,2026-07-02 16:18:55,6c59e737,64,51+
CUST0126,V*** R****,yu******@example.net,XXXXXX2318,REDACTED,Chennai,Tamil Nadu,447XXX,Female,2021-08-24,Silver,2026-07-02 16:18:55,6c59e737,60,51+
CUST0127,D*** B****,pr********@example.org,XXXXXX1521,REDACTED,Jaipur,Rajasthan,688XXX,Other,2025-11-02,Bronze,2026-07-02 16:18:55,6c59e737,55,51+
CUST0128,Y*** D***,li******@example.net,XXXXXX8985,REDACTED,Jaipur,Rajasthan,380XXX,Female,2025-07-03,Bronze,2026-07-02 16:18:55,6c59e737,23,18-25
CUST0129,W***** S****,sa******@example.net,XXXXXX5152,REDACTED,Delhi,Delhi,866XXX,Other,2025-02-09,Silver,2026-07-02 16:18:55,6c59e737,62,51+
CUST0130,V****** N****,xd**@example.com,XXXXXX9953,REDACTED,Jaipur,Rajasthan,928XXX,Other,2026-06-09,Bronze,2026-07-02 16:18:55,6c59e737,43,36-50
CUST0131,B***** J****,ca*****@example.org,XXXXXX3343,REDACTED,Jaipur,Rajasthan,664XXX,Female,2021-10-10,Bronze,2026-07-02 16:18:55,6c59e737,69,51+
CUST0132,M****** J****,ag********@example.com,XXXXXX5518,REDACTED,Jaipur,Rajasthan,786XXX,Female,2022-02-20,Silver,2026-07-02 16:18:55,6c59e737,61,51+
CUST0133,O**** S****,or*******@example.com,XXXXXX9258,REDACTED,Kolkata,West Bengal,934XXX,Male,2021-11-14,Platinum,2026-07-02 16:18:55,6c59e737,48,36-50
CUST0134,B***** S*****,ch***********@example.net,XXXXXX0153,REDACTED,Hyderabad,Telangana,248XXX,Other,2021-07-08,Bronze,2026-07-02 16:18:55,6c59e737,40,36-50
CUST0135,K****** A***,zr**@example.net,XXXXXX7503,REDACTED,Jaipur,Rajasthan,555XXX,Male,2025-10-27,Bronze,2026-07-02 16:18:55,6c59e737,19,18-25
CUST0136,M***** M*****,ne*******@example.net,XXXXXX5362,REDACTED,Ahmedabad,Gujarat,816XXX,Other,2021-12-14,Silver,2026-07-02 16:18:55,6c59e737,21,18-25
CUST0137,O***** R***,us******@example.org,XXXXXX2604,REDACTED,Delhi,Delhi,283XXX,Male,2025-08-18,Silver,2026-07-02 16:18:55,6c59e737,32,26-35
CUST0138,V***** T******,ko**********@example.com,XXXXXX3617,REDACTED,Delhi,Delhi,960XXX,Other,2025-01-08,Bronze,2026-07-02 16:18:55,6c59e737,23,18-25
CUST0139,A**** J***,zp*****@example.org,XXXXXX9444,REDACTED,Ahmedabad,Gujarat,386XXX,Female,2021-09-11,Silver,2026-07-02 16:18:55,6c59e737,61,51+
CUST0140,U***** M*****,jb*****@example.com,XXXXXX6590,REDACTED,Mumbai,Maharashtra,417XXX,Female,2026-01-09,Gold,2026-07-02 16:18:55,6c59e737,37,36-50
CUST0141,O*** R****,ba********@example.com,XXXXXX3367,REDACTED,Chennai,Tamil Nadu,303XXX,Other,2023-12-12,Gold,2026-07-02 16:18:55,6c59e737,50,36-50
CUST0142,V******* B****,sa*************@example.org,XXXXXX3059,REDACTED,Pune,Maharashtra,162XXX,Other,2023-02-06,Silver,2026-07-02 16:18:55,6c59e737,64,51+
CUST0143,Y****** N****,se***************@example.org,XXXXXX1311,REDACTED,Pune,Maharashtra,659XXX,Other,2021-12-17,Bronze,2026-07-02 16:18:55,6c59e737,29,26-35
CUST0144,T****** R****,sh**********@example.net,XXXXXX9106,REDACTED,Delhi,Delhi,127XXX,Male,2025-03-06,Silver,2026-07-02 16:18:55,6c59e737,77,51+
CUST0145,L**** P*****,es******@example.com,XXXXXX5960,REDACTED,Lucknow,Uttar Pradesh,995XXX,Other,2024-11-16,Gold,2026-07-02 16:18:55,6c59e737,77,51+
CUST0146,G***** B****,et******@example.org,XXXXXX0458,REDACTED,Mumbai,Maharashtra,699XXX,Male,2024-02-19,Bronze,2026-07-02 16:18:55,6c59e737,74,51+
CUST0147,A**** B****,ra******************@example.net,XXXXXX0070,REDACTED,Bengaluru,Karnataka,252XXX,Female,2022-04-10,Bronze,2026-07-02 16:18:55,6c59e737,31,26-35
CUST0148,A***** A******,pr*********@example.net,XXXXXX2738,REDACTED,Delhi,Delhi,906XXX,Male,2023-03-15,Bronze,2026-07-02 16:18:55,6c59e737,62,51+
CUST0149,B********* S*****,da**********@example.com,XXXXXX1080,REDACTED,Hyderabad,Telangana,367XXX,Other,2022-02-15,Silver,2026-07-02 16:18:55,6c59e737,79,51+
CUST0150,D******* C*****,at***********@example.org,XXXXXX0249,REDACTED,Delhi,Delhi,683XXX,Other,2026-03-11,Gold,2026-07-02 16:18:55,6c59e737,58,51+
